,date,municipality,state,highestsize,minsize,avgsize,violent_protest,curfew_protest,property_damage_protest,police_protest,countlove,wiki,ipsos
3309,2020-06-07,BowlingGreen,Virginia,300,300,300,0,0,0,0,0,1,1
3310,2020-06-07,Branford,Connecticuticut,NA,NA,NA,0,0,0,0,0,0,1
3311,2020-06-07,Bronx,NewYork,NA,NA,NA,0,0,0,0,0,0,1
3312,2020-06-07,Bryan,Texas,100,100,100,0,0,0,0,1,0,1
3313,2020-06-07,Buffalo,NewYork,NA,NA,NA,0,1,0,0,0,1,0
3314,2020-06-07,Cambridge,Maryland,200,200,200,NA,NA,NA,NA,1,0,0
3315,2020-06-07,Cambridge,Massachusetts,3500,1000,2250,0,0,0,0,1,1,1
3316,2020-06-07,CapeGirardeau,Missouri,NA,NA,NA,0,0,0,0,0,0,1
3317,2020-06-07,Carrollton,Georgia,NA,NA,NA,0,0,0,0,0,1,0
3318,2020-06-07,CedarCity,Utah,NA,NA,NA,0,0,0,0,0,0,1
3319,2020-06-07,Cederhurst,NewYork,NA,NA,NA,NA,NA,NA,NA,1,0,0
3320,2020-06-07,Chandler,Arizona,NA,NA,NA,NA,NA,NA,NA,1,0,0
3321,2020-06-07,Charleston,SouthCarolina,150,150,150,NA,NA,NA,NA,1,0,0
3322,2020-06-07,Charlotte,NorthCarolina,NA,NA,NA,0,0,1,1,1,0,1
3323,2020-06-07,Charlottesville,Virginia,NA,NA,NA,0,0,0,0,0,0,1
3324,2020-06-07,Chelan,Washington,NA,NA,NA,0,0,0,0,0,1,0
3325,2020-06-07,Cheshire,Connecticuticut,500,500,500,0,0,0,0,1,1,0
3326,2020-06-07,Cheyenne,Wyoming,NA,NA,NA,0,1,0,0,0,0,1
3327,2020-06-07,Chicago,Illinois,300,300,300,NA,NA,NA,NA,1,0,0
3328,2020-06-07,ChulaVista,California,NA,NA,NA,0,0,0,0,0,0,1
3329,2020-06-07,Cicero,Illinois,NA,NA,NA,0,0,0,0,0,0,1
3330,2020-06-07,Cincinnati,Ohio,1000,1000,1000,0,0,0,0,1,0,1
3331,2020-06-07,Cody,Wyoming,100,100,100,0,0,0,0,0,1,0
3332,2020-06-07,Columbia,Missouri,2000,1000,1500,0,0,0,0,1,1,1
3333,2020-06-07,Columbus,Ohio,300,300,300,0,1,0,0,0,1,1
3334,2020-06-07,Compton,California,1000,1000,1000,0,0,0,0,1,1,1
3335,2020-06-07,Cooperstown,NewYork,500,500,500,0,0,0,0,0,1,0
3336,2020-06-07,Cotati,California,NA,NA,NA,0,0,0,0,0,0,1
3337,2020-06-07,Dallas,Texas,NA,NA,NA,0,0,0,0,0,0,1
3338,2020-06-07,Danville,Pennsylvania,250,250,250,0,0,0,0,0,1,1
3339,2020-06-07,Dayton,Ohio,NA,NA,NA,0,0,0,0,0,0,1
3340,2020-06-07,Dearborn,Michigan,100,100,100,0,0,0,0,0,1,0
3341,2020-06-07,Denton,Texas,NA,NA,NA,0,0,0,0,0,0,1
3342,2020-06-07,Denver,Colorado,NA,NA,NA,0,1,0,0,1,0,1
3343,2020-06-07,DesMoines,Iowa,NA,NA,NA,0,0,0,0,1,0,1
3344,2020-06-07,Detroit,Michigan,200,200,200,0,1,0,0,1,0,1
3345,2020-06-07,DownersGrove,Illinois,NA,NA,NA,0,0,0,0,0,0,1
3346,2020-06-07,Durham,NorthCarolina,NA,NA,NA,0,0,0,0,0,0,1
3347,2020-06-07,EastHartford,Connecticuticut,100,100,100,0,0,0,0,0,1,1
3348,2020-06-07,EastLosAngeles,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
3349,2020-06-07,Easton,Pennsylvania,NA,NA,NA,NA,NA,NA,NA,1,0,0
3350,2020-06-07,Edmonds,Washington,NA,NA,NA,0,0,0,0,0,1,0
3351,2020-06-07,Elizabeth,NewJersey,NA,NA,NA,0,0,0,0,0,0,1
3352,2020-06-07,Elsmere,Kentucky,100,100,100,NA,NA,NA,NA,1,0,0
3353,2020-06-07,Encinitas,California,NA,NA,NA,0,0,0,0,0,0,1
3354,2020-06-07,Eugene,Oregon,400,400,400,0,0,0,0,1,1,0
3355,2020-06-07,Evanston,Illinois,100,100,100,NA,NA,NA,NA,1,0,0
3356,2020-06-07,Farmingdale,NewYork,NA,NA,NA,NA,NA,NA,NA,1,0,0
3357,2020-06-07,Forks,Washington,200,200,200,0,0,0,0,0,1,0
3358,2020-06-07,Frankton,Indiana,100,100,100,NA,NA,NA,NA,1,0,0
3359,2020-06-07,Freeport,NewYork,500,500,500,0,0,0,0,0,1,0
3360,2020-06-07,Fremont,Nebraska,100,100,100,NA,NA,NA,NA,1,0,0
3361,2020-06-07,GlenCove,NewYork,NA,NA,NA,NA,NA,NA,NA,1,0,0
3362,2020-06-07,Glendale,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
3363,2020-06-07,GreenBay,Wisconsin,1000,1000,1000,0,0,0,0,1,1,0
3364,2020-06-07,Greensboro,NorthCarolina,2500,2500,2500,NA,NA,NA,NA,1,0,0
3365,2020-06-07,Griffith,Indiana,NA,NA,NA,NA,NA,NA,NA,1,0,0
3366,2020-06-07,Groton,Connecticuticut,1000,1000,1000,0,0,0,0,0,1,0
3367,2020-06-07,Hagerstown,Maryland,200,100,150,0,0,0,0,1,1,0
3368,2020-06-07,Hamden,Connecticuticut,NA,NA,NA,0,0,0,0,0,1,0
3369,2020-06-07,Hamilton,Montana,250,250,250,NA,NA,NA,NA,1,0,0
3370,2020-06-07,HighPoint,NorthCarolina,NA,NA,NA,NA,NA,NA,NA,1,0,0
3371,2020-06-07,Hillside,NewJersey,NA,NA,NA,NA,NA,NA,NA,1,0,0
3372,2020-06-07,Holland,Michigan,3000,3000,3000,NA,NA,NA,NA,1,0,0
3373,2020-06-07,Huntersville,NorthCarolina,NA,NA,NA,0,0,0,0,0,1,0
3374,2020-06-07,Hyannis,Massachusetts,300,300,300,NA,NA,NA,NA,1,0,0
3375,2020-06-07,ImperialBeach,California,NA,NA,NA,1,0,0,0,0,1,1
3376,2020-06-07,Independence,Missouri,300,300,300,0,0,0,0,0,1,0
3377,2020-06-07,Indianapolis,Indiana,NA,NA,NA,0,0,0,0,0,1,1
3378,2020-06-07,Irwin,Pennsylvania,NA,NA,NA,0,0,0,0,0,0,1
3379,2020-06-07,Jackson,NewJersey,NA,NA,NA,0,0,0,0,0,0,1
3380,2020-06-07,Jacksonville,Illinois,50,50,50,NA,NA,NA,NA,1,0,0
3381,2020-06-07,KansasCity,Kansas,NA,NA,NA,0,0,0,0,0,1,0
3382,2020-06-07,KansasCity,Missouri,100,100,100,0,0,0,0,1,0,1
3383,2020-06-07,Kearney,Nebraska,NA,NA,NA,0,0,0,0,0,1,0
3384,2020-06-07,Kutztown,Pennsylvania,NA,NA,NA,0,0,0,0,0,1,0
3385,2020-06-07,Laconia,NewHampshire,NA,NA,NA,0,0,0,0,0,0,1
3386,2020-06-07,Lakeland,Florida,NA,NA,NA,0,0,0,0,0,0,1
3387,2020-06-07,Lakeside,Virginia,100,100,100,1,0,0,0,0,1,0
3388,2020-06-07,LakeStation,Indiana,NA,NA,NA,0,0,0,0,0,0,1
3389,2020-06-07,LaMarque,Texas,NA,NA,NA,NA,NA,NA,NA,1,0,0
3390,2020-06-07,Lawrence,Massachusetts,NA,NA,NA,NA,NA,NA,NA,1,0,0
3391,2020-06-07,Lebanon,Oregon,50,50,50,NA,NA,NA,NA,1,0,0
3392,2020-06-07,Lexington,Kentucky,NA,NA,NA,1,0,0,0,1,1,0
3393,2020-06-07,LittleRock,Arkansas,NA,NA,NA,0,1,0,0,0,0,1
3394,2020-06-07,Lodi,California,500,500,500,NA,NA,NA,NA,1,0,0
3395,2020-06-07,LosAngeles,California,20000,20000,20000,0,0,0,0,1,0,1
3396,2020-06-07,Louisville,Kentucky,NA,NA,NA,0,0,0,0,0,0,1
3397,2020-06-07,Madison,Wisconsin,NA,NA,NA,0,0,0,0,0,0,1
3398,2020-06-07,Manhattan,NewYork,NA,NA,NA,0,0,0,0,0,0,1
3399,2020-06-07,Martinsville,Indiana,110,110,110,1,0,0,0,0,1,0
3400,2020-06-07,McKinney,Texas,NA,NA,NA,0,0,0,0,0,0,1
3401,2020-06-07,Memphis,Tennessee,NA,NA,NA,NA,NA,NA,NA,1,0,0
3402,2020-06-07,Merced,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
3403,2020-06-07,Merrick,NewYork,4000,4000,4000,NA,NA,NA,NA,1,0,0
3404,2020-06-07,Miami,Florida,NA,NA,NA,0,1,0,0,0,0,1
3405,2020-06-07,MiamiLakes,Florida,NA,NA,NA,NA,NA,NA,NA,1,0,0
3406,2020-06-07,Middletown,Delaware,100,100,100,0,0,0,0,0,1,0
3407,2020-06-07,Mifflinburg,Pennsylvania,NA,NA,NA,0,0,0,0,0,0,1
3408,2020-06-07,Milford,Massachusetts,NA,NA,NA,NA,NA,NA,NA,1,0,0
3409,2020-06-07,Milwaukee,Wisconsin,NA,NA,NA,NA,NA,NA,NA,1,0,0
3410,2020-06-07,Minden,Louisiana,NA,NA,NA,NA,NA,NA,NA,1,0,0
3411,2020-06-07,Minneapolis,Minnesota,NA,NA,NA,NA,NA,NA,NA,1,1,0
3412,2020-06-07,MonroeTownship,NewJersey,100,100,100,0,0,0,0,0,1,0
3413,2020-06-07,Montpelier,Vermont,NA,NA,NA,0,0,0,0,0,0,1
3414,2020-06-07,MosesLake,Washington,300,300,300,0,0,0,0,0,1,0
3415,2020-06-07,MountainHome,Arkansas,60,60,60,NA,NA,NA,NA,1,0,0
3416,2020-06-07,Mukilteo,Washington,1000,1000,1000,0,0,0,0,0,1,0
3417,2020-06-07,MyrtleBeach,SouthCarolina,500,500,500,NA,NA,NA,NA,1,0,0
3418,2020-06-07,Narragansett,RhodeIsland,300,300,300,0,1,0,0,0,1,0
3419,2020-06-07,Navarre,Florida,NA,NA,NA,0,0,0,0,0,0,1
3420,2020-06-07,NewBedford,Massachusetts,NA,NA,NA,0,0,0,0,0,1,0
3421,2020-06-07,Newport,Vermont,100,100,100,0,0,0,0,0,1,0
3422,2020-06-07,Newton,Massachusetts,NA,NA,NA,0,0,0,0,0,1,0
3423,2020-06-07,NewYork,NewYork,1000,1000,1000,0,0,0,0,0,1,0
3424,2020-06-07,Niskayuna,NewYork,100,100,100,0,0,0,0,0,1,0
3425,2020-06-07,NorthBend,Washington,400,400,400,0,0,0,0,0,1,0
3426,2020-06-07,NorthKingstown,RhodeIsland,200,200,200,NA,NA,NA,NA,1,0,0
3427,2020-06-07,NorthLasVegas,Nevada,100,100,100,0,0,0,0,0,1,0
3428,2020-06-07,NorthPlatte,Nebraska,NA,NA,NA,0,0,0,0,0,0,1
3429,2020-06-07,Nutley,NewJersey,600,600,600,0,0,0,0,0,1,0
3430,2020-06-07,Oakland,California,NA,NA,NA,0,0,0,0,0,0,1
3431,2020-06-07,Oceanside,California,100,100,100,1,0,0,0,1,1,0
3432,2020-06-07,Omaha,Nebraska,NA,NA,NA,0,1,0,0,0,0,1
3433,2020-06-07,Peoria,Illinois,NA,NA,NA,0,0,0,0,0,0,1
3434,2020-06-07,Perryville,Missouri,100,100,100,NA,NA,NA,NA,1,0,0
3435,2020-06-07,Pescadero,California,50,50,50,NA,NA,NA,NA,1,0,0
3436,2020-06-07,Philadelphia,Pennsylvania,NA,NA,NA,0,0,0,0,0,1,0
3437,2020-06-07,Philipsburg,Pennsylvania,60,60,60,NA,NA,NA,NA,1,0,0
3438,2020-06-07,Phoenix,Arizona,1000,1000,1000,0,1,0,0,1,0,1
3439,2020-06-07,Pittsburgh,Pennsylvania,NA,NA,NA,0,0,0,0,1,1,1
3440,2020-06-07,Pleasanton,California,100,100,100,0,0,0,0,0,1,0
3441,2020-06-07,PortChester,NewYork,1000,1000,1000,0,0,0,0,0,1,0
3442,2020-06-07,Portland,Oregon,NA,NA,NA,1,0,0,0,1,1,0
3443,2020-06-07,Portland,Washington,NA,NA,NA,0,1,0,1,0,0,1
3444,2020-06-07,Portsmouth,NewHampshire,NA,NA,NA,0,0,0,0,0,0,1
3445,2020-06-07,Queens,NewYork,NA,NA,NA,0,0,0,0,0,0,1
3446,2020-06-07,Raleigh,NorthCarolina,NA,NA,NA,0,1,0,0,1,0,1
3447,2020-06-07,RedHook,NewYork,300,300,300,NA,NA,NA,NA,1,0,0
3448,2020-06-07,Reno,Nevada,200,200,200,NA,NA,NA,NA,1,0,0
3449,2020-06-07,Richmond,Virginia,200,200,200,0,1,1,0,1,0,1
3450,2020-06-07,Rochester,Minnesota,NA,NA,NA,0,0,0,0,0,1,0
3451,2020-06-07,Rockford,Illinois,NA,NA,NA,0,0,0,0,0,0,1
3452,2020-06-07,Rolla,Missouri,100,100,100,0,0,0,0,0,1,0
3453,2020-06-07,Rome,Georgia,100,100,100,NA,NA,NA,NA,1,0,0
3454,2020-06-07,Rugby,NorthDakota,50,50,50,0,0,0,0,0,1,0
3455,2020-06-07,Rutland,Vermont,600,600,600,0,0,0,0,0,1,1
3456,2020-06-07,SanAntonio,Texas,NA,NA,NA,NA,NA,NA,NA,1,0,0
3457,2020-06-07,SanFrancisco,California,NA,NA,NA,0,0,0,0,0,0,1
3458,2020-06-07,SantaBarbara,California,NA,NA,NA,0,0,0,0,0,0,1
3459,2020-06-07,Santee,California,NA,NA,NA,0,1,0,0,0,0,1
3460,2020-06-07,Sayville,NewYork,1500,1500,1500,NA,NA,NA,NA,1,0,0
3461,2020-06-07,Scarsdale,NewYork,100,100,100,0,0,0,0,0,1,0
3462,2020-06-07,Scottsdale,Arizona,1000,1000,1000,0,1,0,0,1,0,1
3463,2020-06-07,Seattle,Washington,1000,1000,1000,1,0,1,1,1,1,1
3464,2020-06-07,Smithtown,NewYork,1000,1000,1000,NA,NA,NA,NA,1,0,0
3465,2020-06-07,Southlake,Texas,100,100,100,0,0,0,0,0,1,0
3466,2020-06-07,Spokane,Washington,1000,1000,1000,NA,NA,NA,NA,1,0,0
3467,2020-06-07,Springfield,Illinois,NA,NA,NA,0,0,0,0,0,0,1
3468,2020-06-07,Springfield,Missouri,NA,NA,NA,0,0,0,0,0,0,1
3469,2020-06-07,St.Johns,Florida,100,100,100,NA,NA,NA,NA,1,0,0
3470,2020-06-07,St.LouisCity,Missouri,2000,2000,2000,NA,NA,NA,NA,1,0,0
3471,2020-06-07,St.Petersburg,Florida,NA,NA,NA,0,0,0,0,0,0,1
3472,2020-06-07,Stamford,Connecticuticut,NA,NA,NA,0,0,0,0,0,0,1
3473,2020-06-07,StateCollege,Pennsylvania,1000,1000,1000,0,0,0,0,1,1,0
3474,2020-06-07,StatenIsland,NewYork,1800,1800,1800,0,0,0,0,1,0,1
3475,2020-06-07,Sterling,Colorado,100,100,100,NA,NA,NA,NA,1,0,0
3476,2020-06-07,StLouis,Missouri,NA,NA,NA,0,0,0,0,0,0,1
3477,2020-06-07,Stockton,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
3478,2020-06-07,Tacoma,Washington,1000,1000,1000,NA,NA,NA,NA,1,0,0
3479,2020-06-07,Troy,NewYork,11000,1000,6000,0,0,0,0,1,1,0
3480,2020-06-07,Tukwila,Washington,50,50,50,0,0,0,0,0,1,0
3481,2020-06-07,Tulsa,Oklahoma,NA,NA,NA,0,0,0,0,0,0,1
3482,2020-06-07,ValleyCity,NorthDakota,70,70,70,0,0,0,0,0,1,0
3483,2020-06-07,Ventura,California,1500,1500,1500,1,0,0,0,0,1,0
3484,2020-06-07,Victoria,Texas,200,200,200,NA,NA,NA,NA,1,0,0
3485,2020-06-07,Victorville,California,NA,NA,NA,NA,NA,NA,NA,1,0,0
3486,2020-06-07,Visalia,California,200,200,200,NA,NA,NA,NA,1,0,0
3487,2020-06-07,Wallkill,NewYork,400,400,400,0,0,0,0,0,1,0
3488,2020-06-07,Washington,DistrictofColumbia,NA,NA,NA,0,0,0,0,0,0,1
3489,2020-06-07,Washingtonville,NewYork,100,100,100,0,0,0,0,0,1,0
3490,2020-06-07,Wellington,Kansas,200,200,200,NA,NA,NA,NA,1,0,0
3491,2020-06-07,Westfield,NewJersey,1000,1000,1000,NA,NA,NA,NA,1,0,0
3492,2020-06-07,WestMifflin,Pennsylvania,NA,NA,NA,0,0,0,0,0,0,1
3493,2020-06-07,Weston,Connecticuticut,NA,NA,NA,0,0,0,0,0,1,0
3494,2020-06-07,Wilson,NorthCarolina,100,100,100,NA,NA,NA,NA,1,0,0
3495,2020-06-07,Windsor,Connecticuticut,NA,NA,NA,0,0,0,0,0,1,0
3496,2020-06-07,Winston-Salem,NorthCarolina,NA,NA,NA,NA,NA,NA,NA,1,0,0
3497,2020-06-07,Wynwood,Florida,NA,NA,NA,0,1,0,0,0,0,1
3498,2020-06-07,York,SouthCarolina,300,300,300,NA,NA,NA,NA,1,0,0
3499,2020-06-08,Abilene,Texas,100,100,100,0,0,0,0,0,1,0
3500,2020-06-08,Arlington,Massachusetts,500,500,500,NA,NA,NA,NA,1,0,0
3501,2020-06-08,Ashland,Ohio,NA,NA,NA,NA,NA,NA,NA,1,0,0
3502,2020-06-08,Atlanta,Georgia,NA,NA,NA,0,0,0,0,0,0,1
3503,2020-06-08,Boise,Idaho,NA,NA,NA,0,0,0,0,0,0,1
3504,2020-06-08,Boone,Iowa,200,200,200,NA,NA,NA,NA,1,0,0
3505,2020-06-08,Boston,Massachusetts,NA,NA,NA,0,0,0,0,0,0,1
3506,2020-06-08,Bremerton,Washington,100,100,100,NA,NA,NA,NA,1,0,0
3507,2020-06-08,Brick,NewJersey,300,300,300,0,0,0,0,0,1,0
3508,2020-06-08,Cambridge,Massachusetts,NA,NA,NA,0,0,0,0,0,0,1
3509,2020-06-08,Cambridge,Wisconsin,NA,NA,NA,NA,NA,NA,NA,1,0,0
3510,2020-06-08,Cardiff,California,NA,NA,NA,0,0,0,0,0,1,0
3511,2020-06-08,CedarPark,Texas,NA,NA,NA,NA,NA,NA,NA,1,0,0
3512,2020-06-08,Charlotte,NorthCarolina,NA,NA,NA,NA,NA,NA,NA,1,0,0
3513,2020-06-08,Chesterfield,Virginia,200,200,200,NA,NA,NA,NA,1,0,0
3514,2020-06-08,Chicago,Illinois,400,400,400,0,0,0,0,1,0,1
3515,2020-06-08,ChulaVista,California,NA,NA,NA,0,0,0,0,0,1,0
3516,2020-06-08,CliftonPark,NewYork,400,400,400,0,0,0,0,1,1,0
3517,2020-06-08,ColoradoSprings,Colorado,NA,NA,NA,0,0,0,0,0,0,1
3518,2020-06-08,Columbia,Missouri,100,100,100,NA,NA,NA,NA,1,0,0
3519,2020-06-08,Columbus,Ohio,100,100,100,0,0,0,0,0,1,0
3520,2020-06-08,Delmar,NewYork,100,100,100,0,0,0,0,0,1,0
3521,2020-06-08,DesertHotSprings,California,50,50,50,NA,NA,NA,NA,1,0,0
3522,2020-06-08,DesMoines,Iowa,100,100,100,NA,NA,NA,NA,1,0,0
3523,2020-06-08,Detroit,Michigan,NA,NA,NA,NA,NA,NA,NA,1,0,0
3524,2020-06-08,Edmonds,Washington,NA,NA,NA,0,0,0,0,0,1,0
3525,2020-06-08,Eugene,Oregon,NA,NA,NA,0,0,0,0,1,1,0
3526,2020-06-08,Evergreen,Colorado,NA,NA,NA,NA,NA,NA,NA,1,0,0
3527,2020-06-08,Fallon,Nevada,70,70,70,0,0,0,0,0,1,0
3528,2020-06-08,FortCollins,Colorado,200,200,200,NA,NA,NA,NA,1,0,0
3529,2020-06-08,FortMyers,Florida,20,20,20,NA,NA,NA,NA,1,0,0
3530,2020-06-08,FranklinTownship,NewJersey,NA,NA,NA,0,0,0,0,0,0,1
3531,2020-06-08,Franklinville,NewJersey,70,70,70,0,0,0,0,1,1,0
3532,2020-06-08,Graham,NorthCarolina,250,250,250,NA,NA,NA,NA,1,0,0
3533,2020-06-08,Greenville,SouthCarolina,20,20,20,NA,NA,NA,NA,1,0,0
3534,2020-06-08,Harrisburg,Pennsylvania,20,20,20,NA,NA,NA,NA,1,0,0
3535,2020-06-08,Hillcrest,California,NA,NA,NA,0,0,0,0,0,1,0
3536,2020-06-08,Houston,Texas,6000,10000,8000,0,0,0,0,1,1,0
3537,2020-06-08,Indianapolis,Indiana,NA,NA,NA,0,0,0,0,1,1,0
3538,2020-06-08,IowaCity,Iowa,NA,NA,NA,0,0,0,0,0,0,1
3539,2020-06-08,Jacksonville,Florida,NA,NA,NA,0,1,0,0,0,0,1
3540,2020-06-08,Keller,Texas,3000,3000,3000,0,0,0,0,0,1,0
3541,2020-06-08,LaJolla,California,NA,NA,NA,0,0,0,0,0,1,0
3542,2020-06-08,Lexington,Kentucky,NA,NA,NA,NA,NA,NA,NA,1,0,0
3543,2020-06-08,LongBeach,California,NA,NA,NA,0,0,0,0,0,0,1
3544,2020-06-08,LosAngeles,California,100,100,100,0,0,0,0,1,0,1
3545,2020-06-08,Louisville,Kentucky,NA,NA,NA,0,0,0,0,0,0,1
3546,2020-06-08,Malibu,California,200,200,200,0,0,0,0,0,1,0
3547,2020-06-08,Manahttan,NewYork,NA,NA,NA,0,0,0,0,0,0,1
3548,2020-06-08,Manchester,NewJersey,200,200,200,NA,NA,NA,NA,1,0,0
3549,2020-06-08,Manhattan,NewYork,NA,NA,NA,0,0,0,0,0,0,1
3550,2020-06-08,Maui,Hawaii,NA,NA,NA,0,0,0,0,0,0,1
3551,2020-06-08,Memphis,Tennessee,NA,NA,NA,NA,NA,NA,NA,1,0,0
3552,2020-06-08,Milwaukee,Wisconsin,NA,NA,NA,NA,NA,NA,NA,1,0,0
3553,2020-06-08,Moberly,Missouri,100,100,100,NA,NA,NA,NA,1,0,0
3554,2020-06-08,Molalla,Oregon,NA,NA,NA,NA,NA,NA,NA,1,0,0
3555,2020-06-08,MountainView,California,50,50,50,NA,NA,NA,NA,1,0,0
3556,2020-06-08,Naperville,Illinois,150,150,150,NA,NA,NA,NA,1,0,0
3557,2020-06-08,NewSmyrnaBeach,Florida,100,100,100,NA,NA,NA,NA,1,0,0
3558,2020-06-08,NewYork,NewYork,1400,1400,1400,0,0,0,0,1,1,1
3559,2020-06-08,Northbrook,Illinois,200,200,200,NA,NA,NA,NA,1,0,0
3560,2020-06-08,NorthConway,NewHampshire,500,500,500,NA,NA,NA,NA,1,0,0
3561,2020-06-08,Oakland,California,NA,NA,NA,0,1,0,0,0,0,1
3562,2020-06-08,PacificBeach,California,100,100,100,0,0,0,0,0,1,0
3563,2020-06-08,PalmSprings,California,100,100,100,NA,NA,NA,NA,1,0,0
3564,2020-06-08,Petoskey,Michigan,NA,NA,NA,NA,NA,NA,NA,1,0,0
3565,2020-06-08,Philadelphia,Pennsylvania,NA,NA,NA,0,0,0,0,1,0,1
3566,2020-06-08,Phoenix,Arizona,NA,NA,NA,0,0,0,0,1,0,1
3567,2020-06-08,Pittsburgh,Pennsylvania,NA,NA,NA,0,0,0,0,0,1,0
3568,2020-06-08,Portage,Michigan,30,30,30,NA,NA,NA,NA,1,0,0
3569,2020-06-08,Portland,Oregon,1000,1000,1000,0,0,0,0,1,0,1
3570,2020-06-08,Pueblo,Colorado,NA,NA,NA,NA,NA,NA,NA,1,0,0
3571,2020-06-08,Reseda,California,NA,NA,NA,0,0,0,0,0,0,1
3572,2020-06-08,Rexburg,Idaho,170,170,170,0,0,0,0,0,1,0
3573,2020-06-08,Richmond,RhodeIsland,100,100,100,NA,NA,NA,NA,1,0,0
3574,2020-06-08,Richmond,Virginia,50,50,50,NA,NA,NA,NA,1,0,0
3575,2020-06-08,Rochester,NewYork,60,60,60,NA,NA,NA,NA,1,0,0
3576,2020-06-08,Rushville,Indiana,NA,NA,NA,NA,NA,NA,NA,1,0,0
3577,2020-06-08,SaltLakeCity,Utah,NA,NA,NA,0,0,0,0,0,0,1
3578,2020-06-08,SanAntonio,Texas,NA,NA,NA,0,0,0,0,1,0,1
3579,2020-06-08,SanDiego,California,20,20,20,NA,NA,NA,NA,1,0,0
3580,2020-06-08,SandySprings,Georgia,50,50,50,0,0,0,0,0,1,0
3581,2020-06-08,SanLuisObispo,California,150,150,150,NA,NA,NA,NA,1,0,0
3582,2020-06-08,SantaAna,California,NA,NA,NA,0,0,0,0,0,0,1
3583,2020-06-08,Santee,California,NA,NA,NA,0,0,0,0,0,1,0
3584,2020-06-08,Seattle,Washington,NA,NA,NA,1,0,1,1,1,0,1
3585,2020-06-08,SouthKingstown,RhodeIsland,NA,NA,NA,0,0,0,0,0,1,0
3586,2020-06-08,Springfield,Oregon,12,12,12,0,0,0,0,0,1,0
3587,2020-06-08,St.Petersburg,Florida,NA,NA,NA,0,0,0,0,1,0,1
3588,2020-06-08,Tampa,Florida,100,100,100,NA,NA,NA,NA,1,0,0
3589,2020-06-08,Tulsa,Oklahoma,300,300,300,0,0,0,0,1,0,1
3590,2020-06-08,Vancouver,Washington,150,50,100,0,0,0,0,1,1,0
3591,2020-06-08,Washington,DistrictofColumbia,NA,NA,NA,0,0,0,0,0,0,1
3592,2020-06-08,Watertown,NewYork,100,100,100,0,0,0,0,0,1,0
3593,2020-06-08,York,Pennsylvania,70,70,70,NA,NA,NA,NA,1,0,0
3594,2020-06-09,Annapolis,Maryland,200,200,200,0,0,0,0,0,1,0
3595,2020-06-09,Ashland,Ohio,NA,NA,NA,NA,NA,NA,NA,1,0,0
3596,2020-06-09,Auburn,Indiana,90,90,90,NA,NA,NA,NA,1,0,0
3597,2020-06-09,Babylon,NewYork,NA,NA,NA,NA,NA,NA,NA,1,0,0
3598,2020-06-09,Boise,Idaho,NA,NA,NA,0,0,0,0,0,0,1
3599,2020-06-09,Boston,Massachusetts,NA,NA,NA,0,0,0,0,0,0,1
3600,2020-06-09,Buffalo,NewYork,NA,NA,NA,NA,NA,NA,NA,1,0,0
3601,2020-06-09,Camden,Delaware,0,0,0,0,0,0,0,0,1,0
3602,2020-06-09,Columbus,Ohio,NA,NA,NA,0,0,0,0,0,1,0
3603,2020-06-09,DesMoines,Iowa,NA,NA,NA,0,0,0,0,1,0,1
3604,2020-06-09,Detroit,Michigan,NA,NA,NA,NA,NA,NA,NA,1,0,0
3605,2020-06-09,Dover,Delaware,NA,NA,NA,1,0,0,1,0,0,1
3606,2020-06-09,Eastsound,Washington,100,100,100,0,0,0,0,0,1,0
3607,2020-06-09,Edmonds,Washington,NA,NA,NA,0,0,0,0,0,1,0
3608,2020-06-09,Encinitas,California,300,300,300,0,0,0,0,0,1,0
3609,2020-06-09,Eugene,Oregon,NA,NA,NA,0,0,0,0,1,1,0
3610,2020-06-09,Farrell,Pennsylvania,NA,NA,NA,0,0,0,0,0,1,0
3611,2020-06-09,Greenville,Texas,NA,NA,NA,NA,NA,NA,NA,1,0,0
3612,2020-06-09,HallandaleBeach,Florida,NA,NA,NA,0,0,0,0,0,1,0
3613,2020-06-09,Hewlett,NewYork,NA,NA,NA,NA,NA,NA,NA,1,0,0
3614,2020-06-09,Indianapolis,Indiana,NA,NA,NA,0,0,0,0,0,1,0
3615,2020-06-09,Islip,NewYork,NA,NA,NA,NA,NA,NA,NA,1,0,0
3616,2020-06-09,Lee'sSummit,Missouri,NA,NA,NA,NA,NA,NA,NA,1,0,0
3617,2020-06-09,Lexington,Kentucky,NA,NA,NA,NA,NA,NA,NA,1,0,0
3618,2020-06-09,Lindenhurst,NewYork,NA,NA,NA,NA,NA,NA,NA,1,0,0
3619,2020-06-09,LopezIsland,Washington,100,100,100,0,0,0,0,0,1,0
3620,2020-06-09,Louisville,Kentucky,NA,NA,NA,0,0,1,0,0,0,1
3621,2020-06-09,Manhattan,NewYork,NA,NA,NA,0,0,0,0,0,0,1
3622,2020-06-09,Marquette,Michigan,NA,NA,NA,NA,NA,NA,NA,1,0,0
3623,2020-06-09,Marshall,Texas,50,50,50,0,0,0,0,0,1,0
