date,state_col,trendline_completely_satisfied,trendline_mostly_satisfied,trendline_not_satisfied_at_all,trendline_not_very_satisfied,trendline_unsure,ci_low_completely_satisfied,ci_low_mostly_satisfied,ci_low_not_satisfied_at_all,ci_low_not_very_satisfied,ci_low_unsure,ci_high_completely_satisfied,ci_high_mostly_satisfied,ci_high_not_satisfied_at_all,ci_high_not_very_satisfied,ci_high_unsure
2020-06-11,Ohio,0.137352135957436,0.519835735316907,0.125497184771941,0.20212820910171,0.0151867348520068,0.0796270468515936,0.405082907174957,0.073557518466863,0.126168707061315,0.00896223978511287,0.214086471408647,0.633013068856862,0.194379874993543,0.294488351671058,0.0236324190299086
2020-06-12,Ohio,0.137665624919286,0.509156184621742,0.12826407004675,0.209494537283364,0.0154195831288581,0.0805330991554098,0.39476199085673,0.0753932381124571,0.130898571686856,0.00914327039801638,0.213678745770592,0.621639073275305,0.198207505746829,0.304749851486427,0.0241237699201901
2020-06-13,Ohio,0.13797556628871,0.498463207376605,0.131027713924116,0.216881473254643,0.0156520391559263,0.0814629232636826,0.38443061187592,0.0772270578815507,0.135599349123124,0.00932406953018054,0.213265490611359,0.610248727948963,0.202030115969729,0.315003745124881,0.0246145104217785
2020-06-14,Ohio,0.138281936050416,0.506456945090139,0.126814401570329,0.212795082390619,0.0156516348984968,0.0817190970607986,0.389999483444393,0.0749005630456119,0.132961413296141,0.00937548427088176,0.214577199235498,0.619505139728292,0.195464641768686,0.31042409215352,0.0245105635621675
2020-06-15,Ohio,0.138569620580107,0.514476844796859,0.122607640054756,0.208719683859803,0.0156262107084743,0.0820053206601751,0.395562672727742,0.0725521088927344,0.130330345842911,0.00940155487253661,0.215874163804014,0.628819381666968,0.188909264664101,0.305834646279412,0.0244078828421624
2020-06-16,Ohio,0.137252369760054,0.521063098897125,0.119818167729938,0.206369295141669,0.0154970684712142,0.0803264715757936,0.402742981119405,0.0708732598083529,0.12865149675853,0.00929824108272852,0.214092000929824,0.63483740992329,0.185422424258078,0.301314667975308,0.0240979414727381
2020-06-17,Ohio,0.135960947387453,0.527649352997391,0.117028695405119,0.204018906423535,0.015342097786502,0.078647622491412,0.40994911795852,0.0691944107239714,0.126972647674148,0.00919492729292042,0.212284009608183,0.640881266627063,0.181935583852055,0.296794689671204,0.0238138285507658
2020-06-18,Ohio,0.137042202593109,0.516684746112919,0.119221034144326,0.211581176713673,0.0154708404359729,0.0791621468051036,0.400304767808255,0.0705873237253991,0.132780618833617,0.00924634536907898,0.213389121338912,0.632083268763883,0.185262668526267,0.30574926390826,0.024071491296038
2020-06-19,Ohio,0.138108275648311,0.505734063436305,0.121396838516376,0.219160037193925,0.0156007852050832,0.0796569893584048,0.390691187106106,0.071959913214175,0.138573199710714,0.00929848124806282,0.214536625684471,0.623334022109722,0.188604194648207,0.314753590246926,0.024331025932431
2020-06-20,Ohio,0.135809484450873,0.507077177394359,0.118426490339911,0.223266866411819,0.0154199814030375,0.0780039260254159,0.391104452939353,0.0697127802458932,0.142395908668251,0.00916933567517306,0.211747081310053,0.623592313255502,0.184755656576093,0.320358508110342,0.0239435892137617
2020-06-21,Ohio,0.133533073326962,0.508407159645634,0.115478988557998,0.227341994472712,0.015238783996694,0.076374719115634,0.391507606477775,0.0674380762972338,0.146240669473358,0.00903995660820828,0.208952139886871,0.623808662861275,0.180902445953974,0.325980835291991,0.0235555440762456
2020-06-22,Ohio,0.130256224816613,0.510951544581052,0.115197851017667,0.22843268932741,0.015161690257258,0.0737421221200537,0.393170782105589,0.067078210558942,0.146735199917347,0.00896270275854944,0.204282467197025,0.626717636119434,0.180597169129042,0.328623824775287,0.0235561524950925
2020-06-23,Ohio,0.127001756379791,0.513508626924269,0.11491373075731,0.229517512139684,0.0150583737989462,0.0711075524331026,0.394849674553156,0.0667166029548507,0.147225953094328,0.00885938630023763,0.199633226572993,0.629610496952164,0.180287219754107,0.331258394462238,0.0235303233805145
2020-06-24,Ohio,0.12268195671264,0.517821168448783,0.115036933725916,0.229402345162457,0.015057595950204,0.0685211012965546,0.398445167622294,0.0674363345214112,0.146030270158583,0.0088847564440312,0.193708352704169,0.633942868949842,0.180122940234516,0.331344594245571,0.0234257967870241
2020-06-25,Ohio,0.118368717392427,0.522186063329717,0.115140244847358,0.229273206260654,0.0150317681698435,0.0659124954801384,0.402086884653133,0.0681595123715068,0.144842192261997,0.00891058422439175,0.187793791001601,0.638307763830776,0.179942145771992,0.331447905367013,0.0233224856655819
2020-06-26,Ohio,0.118162095149543,0.516452296089674,0.120486595381993,0.229738106307144,0.0151609070716463,0.0658091843586962,0.395655767343354,0.0710263959915285,0.145797820135338,0.00898806756547342,0.187948757683765,0.633736246706958,0.188052068805207,0.332093599876027,0.0235032801281058
2020-06-27,Ohio,0.117958519513392,0.510731719916316,0.125836195986259,0.230208952139887,0.015264612444146,0.0656817418704962,0.389234703101996,0.0739210166076917,0.14678306686985,0.0090657850556603,0.188108582793088,0.629180979931296,0.196192886845572,0.332722060076969,0.0236846863135057
2020-06-28,Ohio,0.11333522741948,0.513185422424258,0.126456078725108,0.231810315881912,0.0152129555492419,0.0625823281762533,0.391404292687967,0.0745408993465403,0.146576439290234,0.00903995660820828,0.180954102848878,0.631428054859622,0.195986259265956,0.335821473771212,0.0235813725236976
2020-06-29,Ohio,0.10873776377302,0.515613296484748,0.127075961463956,0.233411679623938,0.0151612986543379,0.0595087429294625,0.393573882273937,0.0751607820853888,0.146343983263166,0.00901412816075626,0.173773794457215,0.633675129787948,0.195805460133791,0.338895059018002,0.0234780587338895
2020-06-30,Ohio,0.105896634553297,0.511971485394013,0.128341555389106,0.238629026009247,0.0151612986543379,0.0581656636619573,0.389544644471421,0.0752640958751969,0.150269907275874,0.0090657850556603,0.170338610946096,0.632461192757703,0.19846579022135,0.344577317457448,0.0234264018389855
2020-07-01,Ohio,0.103081333781026,0.50835550275073,0.129581320866803,0.243820543947103,0.0151612986543379,0.0568484128419041,0.385489578221453,0.0753932381124571,0.154170002841129,0.00911744195056435,0.166903427434977,0.631247255727458,0.201126120308908,0.350259575896893,0.0234005733915334
