Date,Location,Attendees,Event (legacy; see tags),Tags,Curated,Source,Total Articles,City,State Name,State Code
2020-05-25,"State House, Boston, MA",30.0,Racial Injustice,Civil Rights; For racial justice; Coronavirus,Yes,https://www.boston.com/news/coronavirus/2020/05/26/massachusetts-reopening-protest-boston,3,"State House, Boston",Massachusetts,MA
2020-05-30,"Island Park, Fargo, ND",2000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.inforum.com/6514332-Mayors-of-Fargo-and-Moorhead-literally-rise-to-the-occasion-to-defuse-Black-Lives-Matter-demonstration,26,"Island Park, Fargo",North Dakota,ND
2020-05-30,"South Bend, IN",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.southbendtribune.com/news/local/hundreds-in-south-bend-turn-out-for-protest-and-to-call-for-change/article_6b1c720e-a2aa-11ea-aa04-b7aaec669bec.html,3,South Bend,Indiana,IN
2020-05-30,"Albany, GA",40.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.albanyherald.com/news/albany-protesters-hold-peaceful-demonstration/article_fe38c644-a2a2-11ea-8ebd-dfb499b56812.html,3,Albany,Georgia,GA
2020-05-30,"Centennial Park, Fort Myers, FL",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nbc-2.com/story/42191806/dozens-gather-in-fort-myers-for-protest-after-death-of-george-floyd,8,"Centennial Park, Fort Myers",Florida,FL
2020-05-30,"Worcester, MA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.telegram.com/news/20200530/peaceful-protest,2,Worcester,Massachusetts,MA
2020-05-30,"City Hall, Kingston, NY",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://midhudsonnews.com/2020/05/31/non-violent-protest-to-george-floods-murder-held-in-kingston/,6,"City Hall, Kingston",New York,NY
2020-05-30,"Kapolei, HI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.hawaiinewsnow.com/2020/05/30/packed-peaceful-black-lives-matter-protesters-take-streets-oahu/,1,Kapolei,Hawaii,HI
2020-05-30,"Norfolk, VA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.13newsnow.com/article/news/local/mycity/norfolk/demonstrators-march-in-norfolk-rally-outside-police-operations-center/291-6722fe37-369b-470c-b881-610b0d00e69c,8,Norfolk,Virginia,VA
2020-05-30,"Phoenix, AZ",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.azcentral.com/story/news/local/phoenix/2020/05/31/third-night-phoenix-protests-sparked-george-floyd-ended-damage/5297449002/,15,Phoenix,Arizona,AZ
2020-05-30,"Yellow Springs, OH",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.daytondailynews.com/news/hundreds-join-yellow-springs-protest-about-george-floyd-death/h8Q3jfxHE6DzAcRIyLsLuN/,2,Yellow Springs,Ohio,OH
2020-05-30,"Veterans Park, Manchester, NH",800.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://boston.cbslocal.com/2020/05/30/arrested-conflict-with-black-lives-matter-protesters-manchester-nh/,17,"Veterans Park, Manchester",New Hampshire,NH
2020-05-30,"Bridgeport, CT",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.courant.com/news/connecticut/hc-news-george-floyd-connecticut-protest-84-20200531-20200531-iqrb2lcypvewddnaqgg6wysxmu-story.html,21,Bridgeport,Connecticut,CT
2020-05-30,"Pueblo, CO",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.koaa.com/news/covering-colorado/demonstrators-march-in-pueblo,1,Pueblo,Colorado,CO
2020-05-30,"Ogden, UT",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.sltrib.com/news/2020/05/30/rally-protests-death,11,Ogden,Utah,UT
2020-05-30,"Las Cruces, NM",40.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://kvia.com/news/new-mexico/2020/05/30/dozens-gather-along-las-cruces-main-street-for-peaceful-protest-of-george-floyd-death/,1,Las Cruces,New Mexico,NM
2020-05-30,"Athens, OH",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.athensmessenger.com/multimedia/black-lives-matter-protest-in-downtown-athens/collection_e39b3b1e-e403-5daa-add3-2a90c0516bd9.html,4,Athens,Ohio,OH
2020-05-30,"Montgomery, AL",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.montgomeryadvertiser.com/story/news/2020/05/30/montgomery-protesters-decry-george-floyds-murder-steven-reed-lynching-alabama-capitol/5293099002/,2,Montgomery,Alabama,AL
2020-05-30,"Ferguson, MO",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bendbulletin.com/nation/police-turn-more-aggressive-against-protesters-and-bystanders-adding-to-violence-and-chaos/article_a7d97b5c-d3fb-55ca-b4f5-63425b0807e6.html,14,Ferguson,Missouri,MO
2020-05-30,"Bend, OR",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bendbulletin.com/localstate/bend-rally-calls-attention-to-killing-of-george-floyd/article_891e8f9c-a2a2-11ea-a55e-171d65d127a7.html,3,Bend,Oregon,OR
2020-05-30,"Santa Monica, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.vox.com/identities/2020/5/31/21276013/police-targeted-journalists-covering-george-floyd-protests,1,Santa Monica,California,CA
2020-05-30,"Washington Park, Cincinnati, OH",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wcpo.com/news/local-news/hamilton-county/cincinnati/justice-for-george-hundreds-gather-at-washington-park-for-second-day-of-protests,6,"Washington Park, Cincinnati",Ohio,OH
2020-05-30,"City Hall, Hoover, AL",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://apnews.com/d4771f87a8af888630bdb9f9f43d2d3b,3,"City Hall, Hoover",Alabama,AL
2020-05-30,"New Haven, CT",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.stamfordadvocate.com/news/article/Demonstrators-in-Connecticut-protest-George-Floyd-15305506.php,11,New Haven,Connecticut,CT
2020-05-30,"Market Square, Newburyport, MA",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newburyportnews.com/news/local_news/150-rally-in-newburyport-calling-for-justice-for-george-floyd/article_ef8fdc99-2b2f-5da1-b080-7ec7601572b9.html,3,"Market Square, Newburyport",Massachusetts,MA
2020-05-30,"Belleville, IL",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bnd.com/news/local/community/belleville/article243118626.html,2,Belleville,Illinois,IL
2020-05-30,"Prescott Valley, AZ",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dcourier.com/news/2020/may/31/george-floyd-protest-comes-prescott-valley-gov-duc/,2,Prescott Valley,Arizona,AZ
2020-05-30,"Little Rock, AR",400.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.arkansasonline.com/news/2020/may/31/in-lr-rally-near-capitol-turns-violent-/?news-politics,6,Little Rock,Arkansas,AR
2020-05-30,"Willmar, MN",15.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wctrib.com/news/6514594-Group-gathers-for-George-Floyd-protest-in-Willmar,2,Willmar,Minnesota,MN
2020-05-30,"State Capitol, Boise, ID",5.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.idahopress.com/news/local/small-boise-protest-responds-to-killing-of-george-floyd/article_cc2a2aa5-21de-5dd1-8c73-0f58b6faa03e.html,1,"State Capitol, Boise",Idaho,ID
2020-05-30,"Wilmington, NC",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wwaytv3.com/2020/05/30/america-is-tired-of-being-tired-activists-rally-in-the-rain-for-justice-for-george-floyd/,4,Wilmington,North Carolina,NC
2020-05-30,"New Paltz, NY",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.recordonline.com/news/20200530/george-floyd-hundreds-at-new-paltz-rally-call-for-change-solidarity-amid-violence,3,New Paltz,New York,NY
2020-05-30,"Peterborough, NH",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.sentinelsource.com/news/local/regions-residents-turn-out-to-protest-death-of-george-floyd/article_2402cf0e-05d9-5286-8213-1b45ca3f0d7a.html,1,Peterborough,New Hampshire,NH
2020-05-30,"Dublin, NH",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.sentinelsource.com/news/local/regions-residents-turn-out-to-protest-death-of-george-floyd/article_2402cf0e-05d9-5286-8213-1b45ca3f0d7a.html,1,Dublin,New Hampshire,NH
2020-05-30,"Keene, NH",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.sentinelsource.com/news/local/regions-residents-turn-out-to-protest-death-of-george-floyd/article_2402cf0e-05d9-5286-8213-1b45ca3f0d7a.html,1,Keene,New Hampshire,NH
2020-05-30,"Annapolis, MD",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.capitalgazette.com/news/ac-cn-annapolis-george-floyd-protest-20200530-5l5pyil5mfaqjdxzw2q6w4gb5m-story.html,1,Annapolis,Maryland,MD
2020-05-30,"Parade Plaza, New London, CT",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.theday.com/article/20200530/NWS01/200539961,3,"Parade Plaza, New London",Connecticut,CT
2020-05-30,"Jefferson Square, Louisville, KY",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.courier-journal.com/story/news/local/2020/05/30/breonna-taylor-protest-louisville-police-smash-protesters-supplies/5295840002/,13,"Jefferson Square, Louisville",Kentucky,KY
2020-05-30,"Boyle Heights, Los Angeles, CA",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailynews.com/about-300-protest-police-brutality-racism-in-mariachi-plaza,2,"Boyle Heights, Los Angeles",California,CA
2020-05-30,"Fullerton, CA",125.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://dailytitan.com/2020/05/police-break-up-fullerton-protest-over-george-floyds-death/,2,Fullerton,California,CA
2020-05-30,"Owensboro, KY",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.messenger-inquirer.com/news/more-than-100-demonstrators-protest-against-police-brutality/article_1e16736c-8afa-5c06-aae8-b07ff3e4bbf2.html,4,Owensboro,Kentucky,KY
2020-05-30,"Charlotte, NC",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.charlotteobserver.com/news/local/crime/public-safety-blog/article243122056.html,16,Charlotte,North Carolina,NC
2020-05-30,"Galveston, TX",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.galvnews.com/news/article_7ed08e79-71c3-5070-b2e2-f094fde6a456.html,1,Galveston,Texas,TX
2020-05-30,"Killeen, TX",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.texastribune.org/2020/05/29/george-floyd-texas-protest-photos-houston-dallas-austin/,1,Killeen,Texas,TX
2020-05-30,"Austin, TX",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kxan.com/news/local/austin/protesters-to-gather-outside-apd-hq-after-nine-arrested-during-overnight-demonstration/,14,Austin,Texas,TX
2020-05-30,"MacGregor Park, Houston, TX",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.chron.com/news/houston-texas/houston/article/HPD-arrests-nearly-200-eight-officers-injured-in-15305218.php,4,"MacGregor Park, Houston",Texas,TX
2020-05-30,"Courthouse Square, Opelika, AL",250.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.oanow.com/news/local/icymi-local-rallies-for-black-lives-matter-held-during-the-weekend/collection_14a6885c-a3b7-11ea-b809-a7c0d3c10cf2.html,4,"Courthouse Square, Opelika",Alabama,AL
2020-05-30,"Washington Park, Roanoke, VA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wsls.com/news/local/2020/05/30/demonstrators-protest-death-of-george-floyd-in-downtown-roanoke/,9,"Washington Park, Roanoke",Virginia,VA
2020-05-30,"Visalia, CA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.visaliatimesdelta.com/story/news/2020/05/30/justice-george-floyd-protesters-take-streets-visalia/5291499002/,8,Visalia,California,CA
2020-05-30,"Huntsville, TX",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.itemonline.com/news/group-rallies-in-huntsville-calling-for-justice-for-george-floyd/article_67bf68b0-a2b8-11ea-b649-ffd0eb627d96.html,2,Huntsville,Texas,TX
2020-05-30,"Green Bay, WI",30.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wbay.com/content/news/Protesters-march-in-Green-Bays-Broadway-District-570896131.html,3,Green Bay,Wisconsin,WI
2020-05-30,"Bridge of Lions, St. Augustine, FL",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.staugustine.com/news/20200530/george-floydrsquos-death-sparks-protest-in-st-augustine,4,"Bridge of Lions, St. Augustine",Florida,FL
2020-05-30,"Sarasota, FL",30.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.heraldtribune.com/news/20200530/sarasota-protest-condemns-george-floyds-death-also-calls-for-cancellation-of-rents,3,Sarasota,Florida,FL
2020-05-30,"University of California, Santa Barbara, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://keyt.com/lifestyle/community/2020/05/30/hundreds-gather-at-ucsb-campus-to-protest-george-floyds-death/,2,"University of California, Santa Barbara",California,CA
2020-05-30,"John Dam Plaza, Richland, WA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tri-cityherald.com/news/local/article243114866.html,3,"John Dam Plaza, Richland",Washington,WA
2020-05-30,"Sumter, SC",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wistv.com/2020/05/30/peaceful-protest-underway-front-sumter-police-department/,4,Sumter,South Carolina,SC
2020-05-30,"Ritter Park, Huntington, WV",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wsaz.com/content/news/Crowds-gather-in-Huntington-to-protest-social-injustice--570893501.html,2,"Ritter Park, Huntington",West Virginia,WV
2020-05-30,"Public Square, Galesburg, IL",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.galesburg.com/news/20200530/george-floyd-protest-draws-over-200,1,"Public Square, Galesburg",Illinois,IL
2020-05-30,"Staunton, VA",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newsleader.com/story/news/2020/05/30/staunton-protesters-hold-justice-george-floyd-rally/5296169002/,2,Staunton,Virginia,VA
2020-05-30,"Reno, NV",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.rgj.com/story/news/2020/05/30/hundreds-gather-reno-protest-george-floyds-death/5291340002/,15,Reno,Nevada,NV
2020-05-30,"City Hall, Lake Worth, FL",250.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.palmbeachpost.com/news/20200530/no-violence-as-hundreds-march-for-justice-in-lake-worth-beach,3,"City Hall, Lake Worth",Florida,FL
2020-05-30,"Augusta, GA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.augustachronicle.com/news/20200530/augusta-demonstrators--march-to-protest-racial-injustice,4,Augusta,Georgia,GA
2020-05-30,"Presque Isle, ME",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wabi.tv/content/news/Presque-Isle-locals-protest-the-death-of-George-Floyd-570897221.html,2,Presque Isle,Maine,ME
2020-05-30,"Montpelier, VT",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://vtdigger.org/2020/05/30/hundreds-protest-in-burlington-and-montpelier-after-death-of-george-floyd/,3,Montpelier,Vermont,VT
2020-05-30,"Battery Park, Burlington, VT",1200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://vtdigger.org/2020/05/30/hundreds-protest-in-burlington-and-montpelier-after-death-of-george-floyd/,7,"Battery Park, Burlington",Vermont,VT
2020-05-30,"City Hall, Jackson, MS",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.jacksonsun.com/story/news/local/2020/05/30/george-floyd-protest-jackson-tennessee-peaceful/5292468002/,2,"City Hall, Jackson",Mississippi,MS
2020-05-30,"Town Square, Anchorage, AK",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.alaskapublic.org/2020/05/30/death-of-george-floyd-sparks-solidarity-rallies-across-alaska/,6,"Town Square, Anchorage",Alaska,AK
2020-05-30,"Veterans Memorial Park, Fairbanks, AK",400.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.newsminer.com/alerts/hundreds-gather-in-fairbanks-to-protest-peacefully-in-wake-of-george-floyds-death/article_0081fb48-a2c9-11ea-93c4-6bdd83855c28.html,6,"Veterans Memorial Park, Fairbanks",Alaska,AK
2020-05-30,"LAPD Southeast Station, Los Angeles, CA",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailynews.com/la-protesters-launch-george-floyd-inspired-march-from-lapd-to-sheriffs-station,1,"LAPD Southeast Station, Los Angeles",California,CA
2020-05-30,"Paul Bunyan Park, Bemidji, MN",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bemidjipioneer.com/news/6512845-Protesters-march-to-Bemidji-Police-Department-city-enacts-curfew,4,"Paul Bunyan Park, Bemidji",Minnesota,MN
2020-05-30,"Brentwood, Islip, NY",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://longisland.news12.com/story/42191815/peaceful-protest-held-in-brentwood-over-death-of-george-floyd,9,"Brentwood, Islip",New York,NY
2020-05-30,"Lima, OH",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.limaohio.com/news/412388/lima-sees-peaceful-protest,1,Lima,Ohio,OH
2020-05-30,"Estes Park, CO",70.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.eptrail.com/2020/05/30/peaceful-protest-rally-in-estes-park-supports-black-lives-matter/,1,Estes Park,Colorado,CO
2020-05-30,"Lynchburg, VA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.newsadvance.com/news/local/peaceful-protest-held-in-downtown-lynchburg-another-planned-for-tuesday-amid-national-unrest/article_6d6f2ccf-4414-5f41-bfe4-d4520f13058a.html,2,Lynchburg,Virginia,VA
2020-05-30,"Hampton, VA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wfxrtv.com/news/local-news/roughly-100-people-gather-in-downtown-lynchburg-to-protest-george-floyds-death/,1,Hampton,Virginia,VA
2020-05-30,"Greensboro, NC",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.greensboro.com/news/local_news/watch-now-part-of-i-40-85-is-closed-in-both-directions-due-to-protesters/article_02fd929e-0b8b-5422-adeb-67bd01287a4e.html,8,Greensboro,North Carolina,NC
2020-05-30,"Dubuque, IA",150.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.telegraphherald.com/news/tri-state/article_d32f284c-ad0d-5c78-8575-af3685da5bc6.html,3,Dubuque,Iowa,IA
2020-05-30,"Bethlehem, PA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.lehighvalleylive.com/bethlehem/2020/05/hundreds-pack-together-for-bethlehem-protest-against-police-brutality.html,4,Bethlehem,Pennsylvania,PA
2020-05-30,"Allentown, PA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.lehighvalleylive.com/news/2020/05/we-stand-together-in-solidarity-more-than-15k-gathers-in-easton-demanding-justice-for-george-floyd.html,3,Allentown,Pennsylvania,PA
2020-05-30,"Santa Ana, CA",400.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.latimes.com/california/story/2020-05-31/santa-ana-protests-bristol-mcfadden,7,Santa Ana,California,CA
2020-05-30,"Farmington, NM",10.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://the-journal.com/articles/177864,1,Farmington,New Mexico,NM
2020-05-30,"Lansing, PA",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://lancasteronline.com/news/local/more-than-1-000-protest-george-floyds-death-in-lancaster-city/article_81bed5e8-a2e5-11ea-8f9c-afe6b23b0cad.html,3,Lansing,Pennsylvania,PA
2020-05-30,"Point Loma, San Diego, CA",75.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://fox5sandiego.com/news/local-news/point-loma-caravan-protesters-demand-justice-for-george-floyd/,1,"Point Loma, San Diego",California,CA
2020-05-30,"Winfield, KS",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,http://www.ctnewsonline.com/news/article_4c29c5fc-a2c5-11ea-8198-43911b7102fd.html,2,Winfield,Kansas,KS
2020-05-30,"Duck Pond, Temecula, CA",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.pe.com/hundreds-protest-george-floyd-killing-in-temecula,3,"Duck Pond, Temecula",California,CA
2020-05-30,"Carlisle, PA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://cumberlink.com/news/local/communities/carlisle/protesters-gather-peacefully-in-carlisles-square-saturday-to-protest-in-the-death-of-george-floyd/article_47231460-a241-5b9c-a0a2-900bb16bb5f6.html,1,Carlisle,Pennsylvania,PA
2020-05-30,"Rowan County Courthouse, Salisbury, NC",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.salisburypost.com/2020/05/30/say-their-name-protest-fills-downtown-with-car-horns-draws-attention-to-killings-of-black-americans/,2,"Rowan County Courthouse, Salisbury",North Carolina,NC
2020-05-30,"Ross County Courthouse, Chillicothe, OH",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.chillicothegazette.com/story/news/2020/05/30/chillicothe-protesters-peacefully-demonstrate-downtown/5293883002/,1,"Ross County Courthouse, Chillicothe",Ohio,OH
2020-05-30,"Corpus Christi, TX",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.caller.com/story/news/local/2020/05/30/corpus-christi-protesters-stand-solidarity-george-floyd/5292728002/,1,Corpus Christi,Texas,TX
2020-05-30,"Edgewater Park, Willingboro, NJ",10.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.courierpostonline.com/story/news/2020/05/30/burlington-county-protesters-demand-justice-for-floyd/5294343002/,2,"Edgewater Park, Willingboro",New Jersey,NJ
2020-05-30,"Charlottesville, VA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailyprogress.com/news/local/marchers-decry-brutality-call-for-equality-during-charlottesville-protest/article_03926f5d-bab3-5d24-adc1-33d10b1673e5.html,3,Charlottesville,Virginia,VA
2020-05-30,"Stratford, CT",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ctpost.com/local/article/Protest-over-death-of-George-Floyd-peaceful-in-15305562.php,2,Stratford,Connecticut,CT
2020-05-30,"Goshen, IN",60.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.goshennews.com/news/goshen-protesters-join-nationwide-movement-after-killing-of-george-floyd/article_261e7896-a2b9-11ea-9828-7365bff27dc2.html,4,Goshen,Indiana,IN
2020-05-30,"Riverfront Green, Peekskill, NY",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.lohud.com/story/news/local/westchester/peekskill/2020/05/30/george-floyd-protests-peekskill-rally-calls-action/5291963002/,2,"Riverfront Green, Peekskill",New York,NY
2020-05-30,"Windermere, FL",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.orlandosentinel.com/news/crime/os-ne-george-floyd-orlando-protests-derek-chauvin-20200530-vfatj3xlybdcbh6dbzie6qi22e-story.html,1,Windermere,Florida,FL
2020-05-30,"Court House Square Park, Merced, CA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mercedsunstar.com/news/local/article243118036.html,1,"Court House Square Park, Merced",California,CA
2020-05-30,"St. Petersburg, FL",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wtsp.com/article/news/local/pinellascounty/st-petersburg-police-protest-george-floyd/67-c1019fb2-052b-4e62-b5f2-77701535a7f6,4,St. Petersburg,Florida,FL
2020-05-30,"Pine Grove Park, Port Huron, MI",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.thetimesherald.com/story/news/2020/05/30/local-residents-protest-death-george-floyd-pine-grove-park/5292067002/,1,"Pine Grove Park, Port Huron",Michigan,MI
2020-05-30,"Kent, OH",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.record-courier.com/news/20200530/dozens-join-peaceful-protest-in-downtown-kent,2,Kent,Ohio,OH
2020-05-30,"Miller Park, Chattanooga, TN",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.timesfreepress.com/news/local/story/2020/may/30/hundreds-peacefully-protest-george-floyd-chat/524216/,4,"Miller Park, Chattanooga",Tennessee,TN
2020-05-30,"City Hall, Ames, IA",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.amestrib.com/news/20200530/8216no-justice-no-peace8217-ames-protesters-gather-outside-city-hall,4,"City Hall, Ames",Iowa,IA
2020-05-30,"Clarksville, TN",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.theleafchronicle.com/story/news/local/clarksville/2020/05/30/george-floyd-killing-protest-clarksville-draws-over-200-people/5294407002/,1,Clarksville,Tennessee,TN
2020-05-30,"Muncie, IN",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.thestarpress.com/story/news/local/2020/05/30/floyd-protest-movement-reaches-downtown-muncie/5292634002/,2,Muncie,Indiana,IN
2020-05-30,"St. Louis, MO",1500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kmov.com/news/demonstrators-march-through-st-louis-area-following-death-of-george-floyd/article_26427010-a2bf-11ea-a1b0-7791f304ee99.html,5,St. Louis,Missouri,MO
2020-05-30,"Bellingham, WA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bellinghamherald.com/news/local/article243223466.html,1,Bellingham,Washington,WA
2020-05-30,"Pine Tree Park, West Palm Beach, FL",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.sun-sentinel.com/local/palm-beach/fl-ne-local-george-floyd-protests-20200530-jkkvuuhxtfawra65hgelgrb3di-story.html,1,"Pine Tree Park, West Palm Beach",Florida,FL
