Date,Location,Attendees,Event (legacy; see tags),Tags,Curated,Source,Total Articles,City,State Name,State Code
2020-05-25,"State House, Boston, MA",30.0,Racial Injustice,Civil Rights; For racial justice; Coronavirus,Yes,https://www.boston.com/news/coronavirus/2020/05/26/massachusetts-reopening-protest-boston,3,"State House, Boston",Massachusetts,MA
2020-06-02,"City Hall, Maricopa, AZ",30.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.pinalcentral.com/maricopa_monitor/news/police-q-a-horsts-donation-part-of-protest-outside-maricopa-city-hall/article_7c34a588-a5ad-55e2-8245-2441c54f5cc0.html,1,"City Hall, Maricopa",Arizona,AZ
2020-06-02,"Hampton, VA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailypress.com/news/dp-nw-protest-peninsula-town-center-20200603-hipivrehkvccvj4mmj5pnite7e-story.html,4,Hampton,Virginia,VA
2020-06-02,"Macon, GA",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.macon.com/news/local/article243217946.html,5,Macon,Georgia,GA
2020-06-02,"Marshall, MI",250.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.battlecreekenquirer.com/story/news/2020/06/03/marshall-marches-black-lives-matter/3133621001/,2,Marshall,Michigan,MI
2020-06-02,"Charlotte, NC",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wcnc.com/article/news/local/for-the-fifth-day-in-a-row-hundreds-join-together-for-peaceful-protests-in-charlotte/275-8bfabc08-5d59-4e62-921a-689db4af00af,6,Charlotte,North Carolina,NC
2020-06-02,"Lexington, KY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kentucky.com/news/local/counties/fayette-county/article243221671.html,5,Lexington,Kentucky,KY
2020-06-02,"Seattle, WA",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.capitolhillseattle.com/2020/06/defund-seattle-police-rally-planned-for-cal-anderson-after-another-battle-of-tear-gas-and-blast-balls-on-capitol-hill/,11,Seattle,Washington,WA
2020-06-02,"City Hall, Tampa, FL",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tampabay.com/news/tampa/2020/06/03/arrests-total-64-as-police-use-force-to-disperse-late-night-tampa-crowd/,8,"City Hall, Tampa",Florida,FL
2020-06-02,"Riverview, FL",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.fox13news.com/news/deputies-close-u-s-301-in-riverview-as-protest-grows,2,Riverview,Florida,FL
2020-06-02,"St. Petersburg, FL",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.abcactionnews.com/news/region-pinellas/st-petersburg-police-arrest-23-people-at-protest-and-confiscate-a-backpack-full-of-mortars,3,St. Petersburg,Florida,FL
2020-06-02,"Plant City, FL",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.abcactionnews.com/news/region-hillsborough/protesters-take-to-tampa-bay-streets-in-wake-of-george-floyds-death-june-2,1,Plant City,Florida,FL
2020-06-02,"City Hall, Richmond, VA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wtvr.com/news/local-news/mayor-levar-stoney-joins-demonstrators-in-richmond,10,"City Hall, Richmond",Virginia,VA
2020-06-02,"Milwaukee, WI",1000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.jsonline.com/story/news/local/milwaukee/2020/06/03/milwaukee-police-officers-kneel-mayor-marches-protesters/3129200001/,14,Milwaukee,Wisconsin,WI
2020-06-02,"City Hall, El Paso, TX",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.elpasotimes.com/story/news/2020/06/02/el-paso-protests-demonstrators-decry-racism-police-brutality/3123283001/,2,"City Hall, El Paso",Texas,TX
2020-06-02,"Naples, FL",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.naplesnews.com/story/news/local/2020/06/03/protesters-reach-naples-second-night-protests/3122706001/,3,Naples,Florida,FL
2020-06-02,"Withers Park, Wytheville, VA",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.swvatoday.com/news/article_7f6a7c3c-a503-11ea-a514-2b32cadf6ff3.html,1,"Withers Park, Wytheville",Virginia,VA
2020-06-02,"City Hall, Orlando, FL",2000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.clickorlando.com/news/florida/2020/06/02/orlando-police-again-use-tear-gas-to-disperse-protesters-who-threw-rocks-bottles-at-them/,2,"City Hall, Orlando",Florida,FL
2020-06-02,"Brooklyn, NY",2000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.amny.com/brooklyn/george-floyd-protesters-gather-for-fifth-day-of-marching-in-brooklyn/,3,Brooklyn,New York,NY
2020-06-02,"Tulsa, OK",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tulsaworld.com/news/local/watch-now-after-peaceful-protest-at-tulsa-hills-young-protesters-move-to-71st-and-memorial/article_d1094183-c4e4-5674-b6f2-5d5c3bc7030b.html,3,Tulsa,Oklahoma,OK
2020-06-02,"Augusta, GA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wrdw.com/content/news/Augusta-sees-another-peaceful-protest-over-George-Floyd-death-570978191.html,2,Augusta,Georgia,GA
2020-06-02,"Millennium Park, Lake Charles, LA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kplctv.com/2020/06/02/peaceful-protesters-march-down-ryan-st-lake-charles/,1,"Millennium Park, Lake Charles",Louisiana,LA
2020-06-02,"St. Albans, VT",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.wcax.com/content/news/Protesters-counterprotesters-get-into-shouting-match-in-St-Albans-570964141.html,2,St. Albans,Vermont,VT
2020-06-02,"Saranac Lake, NY",500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.pressrepublican.com/news/police-charge-local-man-for-alleged-threat-to-shoot-protesters/article_4b5f084c-a61e-11ea-8643-2fd39709cd5b.html,4,Saranac Lake,New York,NY
2020-06-02,"Bellingham, WA",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.bellinghamherald.com/news/local/article243223466.html,1,Bellingham,Washington,WA
2020-06-02,"Detroit, MI",300.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.freep.com/story/news/2020/06/02/detroit-protests-against-police-brutality-continue-5th-day/3125960001/,15,Detroit,Michigan,MI
2020-06-02,"Austin, TX",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.usatoday.com/story/news/nation/2020/06/03/george-floyd-protests-quincy-mason-minneapolis-washington-curfew/3134191001/,1,Austin,Texas,TX
2020-06-02,"Indianapolis, IN",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.usatoday.com/story/news/nation/2020/06/03/george-floyd-protests-quincy-mason-minneapolis-washington-curfew/3134191001/,3,Indianapolis,Indiana,IN
2020-06-02,"Prescott, AZ",600.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dcourier.com/news/2020/jun/03/600-700-people-protested-peacefully-prescott-no-cr/,1,Prescott,Arizona,AZ
2020-06-02,"Lower Manhattan, New York, NY",6500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.northjersey.com/story/news/new-york/2020/06/02/george-floyd-new-york-protesters-looters-have-nothing-do-us/3125968001/,7,"Lower Manhattan, New York",New York,NY
2020-06-02,"Wichita, KS",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ksn.com/news/wichita-teen-leads-large-group-in-peaceful-protest/,1,Wichita,Kansas,KS
2020-06-02,"Park Ridge, IL",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.chicagotribune.com/suburbs/park-ridge/ct-prh-rally-march-tl-0611-20200608-myad5gbstfe3texzgsknc4ursi-story.html,2,Park Ridge,Illinois,IL
2020-06-02,"City Hall, La Grande, OR",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.lagrandeobserver.com/news/local/hundreds-protest-in-la-grande/article_9827fa2c-a5d7-11ea-9123-7ba0d0943cb8.html,5,"City Hall, La Grande",Oregon,OR
2020-06-02,"City Hall, Hancock, MI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mininggazette.com/news/2020/06/floyd-protests-may-mark-turning-point-protesters-say/,1,"City Hall, Hancock",Michigan,MI
2020-06-02,"Vallejo, CA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailyrepublic.com/all-dr-news/wires/hundreds-come-out-for-peaceful-protest-at-vallejo-waterfront-times-herald-vallejo-calif-2/,2,Vallejo,California,CA
2020-06-02,"Fort Myers, FL",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.news-press.com/story/news/local/2020/06/04/george-floyd-peaceful-protesters-take-break-email-local-representatives/3145359001/,2,Fort Myers,Florida,FL
2020-06-02,"Warren, MI",75.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.macombdaily.com/news/local/protesters-march-peacefully-on-van-dyke-in-south-warren/article_f7bbe3f8-a51a-11ea-9b5e-dbbcccf9086d.html,5,Warren,Michigan,MI
2020-06-02,"Lincoln Park, Waterloo, IA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.kcrg.com/2020/06/04/two-more-people-arrested-in-connection-to-tuesdays-protest-in-waterloo/,2,"Lincoln Park, Waterloo",Iowa,IA
2020-06-02,"Missoula County Courthouse, Missoula, MT",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://missoulacurrent.com/government/2020/06/protesters-missoula-floyd/,2,"Missoula County Courthouse, Missoula",Montana,MT
2020-06-02,"Las Cruces, NM",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.lcsun-news.com/story/news/2020/06/03/black-lives-matter-protesters-las-cruces-gather-peaceful-vigil-george-floyd/3131791001/,2,Las Cruces,New Mexico,NM
2020-06-02,"Triangle Park, Manhattan, KS",2000.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://themercury.com/news/man-arrested-after-allegedly-hurling-slur-threatening-protesters-tuesday/article_8a3d8e16-b6f3-560c-a2ab-c5604ec027e2.html,4,"Triangle Park, Manhattan",Kansas,KS
2020-06-02,"Sarasota, FL",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.heraldtribune.com/news/20200602/protesters-march-through-downtown-sarasota-to-police-headquarters,4,Sarasota,Florida,FL
2020-06-02,"State Capitol, Atlanta, GA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ajc.com/news/crime--law/for-police-protest-georgia-capitol-turned-into-combat/pmhfmZqW5X8l9zorWCW47M/,2,"State Capitol, Atlanta",Georgia,GA
2020-06-02,"Los Banos, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailyrepublic.com/all-dr-news/wires/merced-protest-turns-tense-after-opposite-groups-face-off-near-gas-station-merced-sun-star-merced-calif/,2,Los Banos,California,CA
2020-06-02,"Chowchilla, CA",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.dailyrepublic.com/all-dr-news/wires/merced-protest-turns-tense-after-opposite-groups-face-off-near-gas-station-merced-sun-star-merced-calif/,2,Chowchilla,California,CA
2020-06-02,"Ann Arbor, MI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mlive.com/public-interest/2020/06/thousands-of-michiganders-have-marched-through-tears-and-tear-gas-to-protest-police-brutality-are-we-finally-ready-for-real-change.html,2,Ann Arbor,Michigan,MI
2020-06-02,"Las Vegas, NV",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.rgj.com/story/news/crime/2020/06/02/las-vegas-protest-george-floyd-black-lives-matter-edgar-samaniego/3127098001/,3,Las Vegas,Nevada,NV
2020-06-02,"New Orleans, LA",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.nola.com/news/crime_police/article_65196bf2-a5f0-11ea-b725-f3f0aa19f1a6.html,5,New Orleans,Louisiana,LA
2020-06-02,"Spring Hill, TN",200.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.tennessean.com/story/news/local/williamson/spring-hill/2020/06/02/spring-hill-black-lives-matter-protest-message-peace/3128192001/,4,Spring Hill,Tennessee,TN
2020-06-02,"Harvard, NE",50.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.omaha.com/news/local/from-grand-island-to-chadron-towns-across-nebraska-rally-silence-is-violence/article_48fb898e-15dc-5394-a836-945c8eca211d.html,3,Harvard,Nebraska,NE
2020-06-02,"Madison, WI",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.jsonline.com/story/news/2020/06/02/live-protest-coverage-milwaukee-and-madison/5316216002/,7,Madison,Wisconsin,WI
2020-06-02,"Marquette, MI",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.miningjournal.net/news/front-page-news/2020/06/marquette-downtown-hosts-new-protest/,1,Marquette,Michigan,MI
2020-06-02,"Newton, NC",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.hickoryrecord.com/news/local/we-will-not-be-silent-protesters-march-in-newton-for-end-to-discrimination-police-brutality/article_51379cfc-c02a-54a8-8b17-1aae092922a9.html,1,Newton,North Carolina,NC
2020-06-02,"Spring Hope, NC",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,"http://www.wilsontimes.com/stories/peaceful-protest-unites-residents-police-in-spring-hope,209328",1,Spring Hope,North Carolina,NC
2020-06-02,"Bloomington, IL",250.0,Racial Injustice,Civil Rights; For racial justice; Police,Yes,https://www.pantagraph.com/news/local/quiet-moments-elicit-emotion-during-rally-for-justice-with-250-people-in-downtown-bloomington/article_cb8a80f6-9b53-5758-8af7-4333c9845b51.html,1,Bloomington,Illinois,IL
2020-06-02,"Ketchum, ID",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.mtexpress.com/gallery/locals-march-against-injustice/collection_2a9302a4-a5f0-11ea-80a9-333214af650d.html,1,Ketchum,Idaho,ID
2020-06-02,"Casper, WY",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://trib.com/news/local/casper/heres-a-list-of-places-closing-in-anticipation-of-todays-protest-in-downtown-casper/article_35b15dfa-067d-57b3-9cce-a7eee6689b97.html,1,Casper,Wyoming,WY
2020-06-02,"Murray, KY",100.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.murrayledger.com/news/local/protesters-recall-pepper-spray-attack-this-is-one-of-2-incidents-with-demonstration-against-injustice/article_a78e88a2-a60c-11ea-981c-73be3d26d813.html,2,Murray,Kentucky,KY
2020-06-02,"New Britain, CT",,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.courant.com/community/new-britain/hc-news-new-britain-police-review-board-20200605-3gbr46ve3bgs5is2ybk44mh5my-story.html,1,New Britain,Connecticut,CT
2020-06-02,"York, PA",1500.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.ydr.com/story/news/2020/06/04/george-floyd-protests-york-teens-hope-community-keeps-momentum-for-change/3133800001/,6,York,Pennsylvania,PA
