Date,Location,Attendees,Event (legacy; see tags),Tags,Curated,Source,Total Articles,City,State Name,State Code
2020-01-06,"City Hall, Waukegan, IL",20.0,Racial Injustice,Civil Rights; For racial justice; For greater accountability; Police,Yes,https://www.chicagotribune.com/suburbs/lake-county-news-sun/ct-lns-waukegan-death-protest-st-0108-20200107-p4bven546jhzpg4uvjazgne7zm-story.html,1,"City Hall, Waukegan",Illinois,IL
2020-01-06,"Aurora, CO",,Immigration,Immigration; Against ICE,Yes,https://www.thedenverchannel.com/news/local-news/protesters-rally-at-aurora-ice-facility-against-claims-of-rotten-food-served-to-detainees,1,Aurora,Colorado,CO
2020-01-06,"Arleta, Los Angeles, CA",20.0,Immigration,Immigration; For compassionate immigration,Yes,https://www.dailynews.com/san-fernando-valley-residents-protest-proposed-immigration-detention-facility-in-arleta,3,"Arleta, Los Angeles",California,CA
2020-01-06,"State Capital, Charleston, SC",,Civil Rights,Civil Rights; For religious tolerance,Yes,https://forward.com/news/breaking-news/437893/across-the-us-police-and-locals-rally-around-jewish-communities-in-wake-of/,1,"State Capital, Charleston",South Carolina,SC
2020-01-06,"Atlanta, GA",,Civil Rights,Civil Rights; For religious tolerance,Yes,https://forward.com/news/breaking-news/437893/across-the-us-police-and-locals-rally-around-jewish-communities-in-wake-of/,1,Atlanta,Georgia,GA
2020-01-06,"Durham, NC",,Other,Other; Against hazardous conditions; Housing,No,https://www.newsobserver.com/latest-news/article239026018.html,1,Durham,North Carolina,NC
2020-01-06,"Southampton, NY",,Other,Other; Against development; For historic preservation,No,https://www.newsday.com/long-island/suffolk/shinnecock-burial-grounds-protest-construction-legislation-1.40408153,1,Southampton,New York,NY
2020-01-06,"Pittsburgh, PA",30.0,International Relations,International; Against war; Iran,Yes,https://www.pghcitypaper.com/pittsburgh/hundreds-take-to-pittsburgh-streets-to-protest-trumps-efforts-to-escalate-war-in-the-middle-east/Content?oid=16510136,1,Pittsburgh,Pennsylvania,PA
2020-01-06,"Moundsville, WV",30.0,Environment,Environment; Against hazardous conditions; Against development,Yes,https://www.timesleaderonline.com/news/local-news/2020/01/residents-rally-against-cracker-plant/,1,Moundsville,West Virginia,WV
2020-01-06,"Richmond, VA",200.0,Guns,Guns; For greater gun control,Yes,https://www.washingtontimes.com/news/2020/jan/19/virginia-gun-rights-rally-activists-plan-unprecede/,1,Richmond,Virginia,VA
2020-01-07,"Washington, DC",,Executive,Executive; Against president; Impeachment,Yes,https://www.koin.com/news/washington-dc/impeachment-protesters-make-dc-presence-known/,1,Washington,District of Columbia,DC
2020-01-07,"Frankfort, KY",100.0,Guns,Guns; Against greater gun control,No,https://www.wymt.com/content/news/Gun-rights-activists-rally-in-Frankfort-to-protest-stricter-gun-laws-566785481.html,7,Frankfort,Kentucky,KY
2020-01-07,"Toms River, NJ",20.0,Other,Other; Against budget; For animal welfare; Against vaccines,No,https://www.app.com/story/news/education/in-our-schools/2020/01/07/toms-river-demonstrators-protest-school-funding-cuts-vaccination-bill/2832467001/,1,Toms River,New Jersey,NJ
2020-01-07,"New York, NY",,Civil Rights,Civil Rights; For criminal justice reform,Yes,https://www.nydailynews.com/news/politics/ny-rally-new-york-bail-reforms-20200107-f3qvrxsdhnfubpj7t6yx7q3yla-story.html,1,New York,New York,NY
2020-01-07,"University of Oregon, Eugene, OR",,Education,Education; Against mismanagement,No,https://www.dailyemerald.com/news/students-protest-schill-s-k-bonus/article_4888acc0-3195-11ea-b05e-1f7dfd106686.html,1,"University of Oregon, Eugene",Oregon,OR
2020-01-07,"City Hall, Oakland, CA",20.0,Other,Other; For affordable housing,No,https://www.sfexaminer.com/news/housing-justice-protesters-disrupt-wiener-housing-bill-news-conference/,4,"City Hall, Oakland",California,CA
2020-01-07,"State Capitol, Sacramento, CA",,Other,Other; Against vaccines,No,https://www.kron4.com/news/california/demonstrators-against-californias-newest-vaccine-exemption-law-protest-in-sacramento/,1,"State Capitol, Sacramento",California,CA
2020-01-07,"Culpeper, VA",,Guns,Guns; Against greater gun control,No,https://www.fredericksburg.com/news/local/culpeper-rally-rouses-hundreds-for-gun-rights/article_d3efeafd-ad9a-59ba-b080-758bfeed42d6.html,1,Culpeper,Virginia,VA
2020-01-08,"University of Michigan, Ann Arbor, MI",100.0,International Relations,International; Against war; Iran,Yes,https://www.michigandaily.com/section/campus-life/hundreds-gather-no-war-iran-demonstration,2,"University of Michigan, Ann Arbor",Michigan,MI
2020-01-08,"Penn Square, Lancaster, PA",200.0,International Relations,International; Against war; Iran,Yes,https://www.readingeagle.com/news/local/dozens-in-reading-protest-potential-war-with-iran/article_c317b3fa-3401-11ea-aef5-2b85e4aa9ec8.html,2,"Penn Square, Lancaster",Pennsylvania,PA
2020-01-08,"Peace and Justice Plaza, Raleigh, NC",40.0,International Relations,International; Against war; Iran,Yes,https://www.cbs17.com/news/local-news/orange-county-news/dozens-gather-for-anti-war-protest-on-franklin-street-in-chapel-hill/,1,"Peace and Justice Plaza, Raleigh",North Carolina,NC
2020-01-08,"State House, Boston, MA",,Other,Other; Against higher minimum wage,No,https://boston.cbslocal.com/2020/01/08/au-pair-regulations-protest-massachusetts-state-house-rally/,1,"State House, Boston",Massachusetts,MA
2020-01-08,"Carnell Elementary School, Philadelphia, PA",,Education,Education; Against hazardous conditions,No,https://6abc.com/5826404,1,"Carnell Elementary School, Philadelphia",Pennsylvania,PA
2020-01-08,"J.D. Hamel Park, Sarasota, FL",100.0,Civil Rights,Civil Rights; For religious tolerance,Yes,https://www.abcactionnews.com/sarasota-community-holds-solidarity-rally-after-anti-semitism-attacks-in-other-states,3,"J.D. Hamel Park, Sarasota",Florida,FL
2020-01-08,"Balboa Park, San Diego, CA",,International Relations,International; Against war; Iran,Yes,https://www.10news.com/news/local-news/san-diego-news/local-iranian-community-leaders-gather-at-balboa-park-to-denounce-us-iran-aggressions,3,"Balboa Park, San Diego",California,CA
2020-01-08,"Neptune, NJ",100.0,Education,Education; For development,No,https://www.app.com/story/news/local/communitychange/2020/01/09/asbury-park-charter-school-marches-location-neptune/2836077001/,1,Neptune,New Jersey,NJ
2020-01-08,"San Geronimo, CA",0.0,Other,Other; For historic preservation; Sports,No,https://www.marinij.com/2020/01/09/san-geronimo-golf-course-hit-by-protest-vandalism/,1,San Geronimo,California,CA
2020-01-08,"City Hall, Walnut, CA",,Other,Other; For animal welfare,No,https://www.sgvtribune.com/animal-activists-protest-coyote-traps-in-walnut,1,"City Hall, Walnut",California,CA
2020-01-08,"Albany, NY",100.0,Other,Other; For affordable housing,No,https://www.hudsonvalley360.com/news/greenecounty/new-york-activists-rally-for-affordable-housing-homelessness-solutions/article_664ba5b8-1405-59c3-b3d4-ad997abc9ea7.html,1,Albany,New York,NY
2020-01-08,"Margaret T. Hance Park, Phoenix, AZ",30.0,Other,Other; For homeless residents,Yes,https://www.azmirror.com/2020/01/09/phoenix-still-criminalizes-homelessness-despite-court-ruling-protesters-say/,1,"Margaret T. Hance Park, Phoenix",Arizona,AZ
2020-01-08,"Salt Lake City, UT",20.0,Other,Other; For homeless residents,Yes,https://www.abc4.com/news/local-news/slc-residents-rally-in-support-of-plan-to-help-homeless/,1,Salt Lake City,Utah,UT
2020-01-08,"Sky View High School, Smithfield, UT",,International Relations,International; Against war; Iran,Yes,https://www.hjnews.com/news/education/local-high-school-students-protest-conflict-with-iran/article_7e8e6b28-10ae-5d7a-97e2-6938fbf11800.html,1,"Sky View High School, Smithfield",Utah,UT
2020-01-08,"Green Canyon High School, North Logan, UT",,International Relations,International; Against war; Iran,Yes,https://www.hjnews.com/news/education/local-high-school-students-protest-conflict-with-iran/article_7e8e6b28-10ae-5d7a-97e2-6938fbf11800.html,1,"Green Canyon High School, North Logan",Utah,UT
2020-01-08,"Green Canyon High School, North Logan, UT",,Executive,Executive; For president; For war; Counter protest,No,https://www.hjnews.com/news/education/local-high-school-students-protest-conflict-with-iran/article_7e8e6b28-10ae-5d7a-97e2-6938fbf11800.html,1,"Green Canyon High School, North Logan",Utah,UT
2020-01-08,"South Lake City, UT",,International Relations,International; Against war; Iran,Yes,http://www.fightbacknews.org/2020/1/10/salt-lake-denounces-war-homeless-and-war-iran-four-energetic-rallies,1,South Lake City,Utah,UT
2020-01-08,"University of Utah, Salt Lake City, UT",,International Relations,International; Against war; Iran,Yes,http://www.fightbacknews.org/2020/1/10/salt-lake-denounces-war-homeless-and-war-iran-four-energetic-rallies,1,"University of Utah, Salt Lake City",Utah,UT
2020-01-08,"Albany, NY",100.0,Healthcare,Healthcare; Against vaccines,No,https://www.niagara-gazette.com/news/local_news/proposed-hpv-vaccine-mandate-ignites-new-york-protest/article_b6f6fc4b-32a9-5ebe-9459-e6c71ab29a1a.html,4,Albany,New York,NY
2020-01-08,"Chicago, IL",20.0,International Relations,International; Against war; Iran,Yes,https://apnews.com/bfabbf7df2b7a411117590d4840f314b,1,Chicago,Illinois,IL
2020-01-09,"Toledo, OH",,Executive,Executive; Against president,Yes,https://www.wtol.com/article/news/politics/president-visit/president-trump-toledo-rally/512-1021a5e3-1281-4d31-a41a-0a72664b4464,10,Toledo,Ohio,OH
2020-01-09,"City Park, Parkersburg, WV",30.0,International Relations,International; Against war; Iran,Yes,https://www.wtap.com/content/news/Rally-draws-Trump-protesters-supporters-566861261.html,2,"City Park, Parkersburg",West Virginia,WV
2020-01-09,"Beaver County Courthouse, Beaver, PA",15.0,International Relations,International; Against war; Iran,Yes,https://www.timesonline.com/news/20200109/honk-for-peace-rally,1,"Beaver County Courthouse, Beaver",Pennsylvania,PA
2020-01-09,"Wayne Morris Free Speech Plaza, Eugene, OR",100.0,International Relations,International; Against war; Iran,Yes,https://www.dailyemerald.com/news/eugene-activists-protest-trump-s-military-action-against-iran/article_8b8858de-33d6-11ea-a13f-c7017ee5c654.html,3,"Wayne Morris Free Speech Plaza, Eugene",Oregon,OR
2020-01-09,"Delray Beach, FL",90.0,International Relations,International; Against war; Iran,Yes,https://www.palmbeachpost.com/news/20200109/delray-beach-protest-pleads-for-peace-no-war-with-iran-as-congress-votes,1,Delray Beach,Florida,FL
2020-01-09,"Centennial Park, Fort Myers, FL",25.0,International Relations,International; Against war; Iran,Yes,https://www.news-press.com/story/news/local/2020/01/09/antiwar-protesters-march-opposition-war-iran-fort-myers-demonstration/2844972001/,1,"Centennial Park, Fort Myers",Florida,FL
2020-01-09,"Dilworth Plaza, Philadelphia, PA",100.0,International Relations,International; Against war; Iran,Yes,https://www.inquirer.com/news/philadelphia-anti-war-protest-iran-move-on-city-hall-thursday-20200109.html,2,"Dilworth Plaza, Philadelphia",Pennsylvania,PA
2020-01-09,"City Park, Parkersburg, WV",1.0,Executive,Executive; For president; For war; Counter protest,No,https://www.wtap.com/content/news/Rally-draws-Trump-protesters-supporters-566861261.html,1,"City Park, Parkersburg",West Virginia,WV
2020-01-09,"Hastings-on-Hudson, NY",100.0,International Relations,International; Against war; Iran,Yes,http://westchester.news12.com/story/41544564/no-war-with-iran-rally-held-in-hastingsonhudson,1,Hastings-on-Hudson,New York,NY
2020-01-09,"Harvard Square, Cambridge, MA",200.0,International Relations,International; Against war; Iran,Yes,https://boston.cbslocal.com/2020/01/09/protesters-cambridge-massachusetts-protest-peace-with-iran-president-donald-trump-harvard-square/,4,"Harvard Square, Cambridge",Massachusetts,MA
2020-01-09,"Charleston, IL",10.0,International Relations,International; Against war; Iran,Yes,https://jg-tc.com/news/local/crime-and-courts/group-in-charleston-protests-against-conflict-with-iran-event-part/article_429f02ae-0b51-5647-98fd-883e3a407934.html,1,Charleston,Illinois,IL
2020-01-09,"State Capitol, Richmond, VA",200.0,Immigration,Immigration; For compassionate immigration,Yes,https://www.richmond.com/news/virginia/plus/at-virginia-capitol-rally-for-licenses-regardless-of-immigration-status/article_22eff4ee-366d-566f-914e-06764e8c0f51.html,1,"State Capitol, Richmond",Virginia,VA
2020-01-09,"Tallahassee, FL",,International Relations,International; Against war; Iran,Yes,https://www.wctv.tv/content/news/Tallahassee-protesters-unhappy-with-escalating-tensions-in-Middle-East-566854671.html,1,Tallahassee,Florida,FL
2020-01-09,"Hope Mills, NC",15.0,Other,Other; For historic preservation,No,https://www.fayobserver.com/news/20200109/hope-mills-residents-protest-parish-house-demolition,1,Hope Mills,North Carolina,NC
2020-01-09,"Tyler, TX",20.0,International Relations,International; Against war; Iran,Yes,https://tylerpaper.com/news/local/east-texans-protest-the-possibility-of-a-conflict-in-iran/article_1e3cac06-333d-11ea-a232-b734e45a34fe.html,1,Tyler,Texas,TX
2020-01-09,"State Capitol, Trenton, NJ",100.0,Other,Other; Against vaccines,No,https://philadelphia.cbslocal.com/2020/01/09/hundreds-protest-bill-in-new-jersey-that-would-remove-religion-as-recognized-reason-not-to-vaccinate-children/,2,"State Capitol, Trenton",New Jersey,NJ
2020-01-09,"State Capitol, Denver, CO",30.0,Environment,Environment; Against climate change,Yes,https://www.thedenverchannel.com/news/local-news/38-climate-protesters-arrested-after-disruption-at-polis-state-of-the-state-address,9,"State Capitol, Denver",Colorado,CO
2020-01-09,"Kalamazoo, MI",,International Relations,International; Against war; Iran,Yes,https://www.mlive.com/news/kalamazoo/2020/01/kalamazoo-protesters-urge-congress-to-say-no-war-on-iran.html,1,Kalamazoo,Michigan,MI
2020-01-09,"Phoenix, AZ",100.0,International Relations,International; Against war; Iran,Yes,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/01/09/no-war-iran-protest-held-phoenix-among-others-nationwide/4424059002/,1,Phoenix,Arizona,AZ
2020-01-09,"Portland, OR",,International Relations,International; Against war; Iran,Yes,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/01/09/no-war-iran-protest-held-phoenix-among-others-nationwide/4424059002/,1,Portland,Oregon,OR
2020-01-09,"Foley Square, New York, NY",100.0,International Relations,International; Against war; Iran,Yes,https://www.pix11.com/news/local-news/nationwide-citywide-rallies-against-war,2,"Foley Square, New York",New York,NY
2020-01-09,"City Plaza, Reno, NV",,International Relations,International; Against war; Iran,Yes,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/01/09/no-war-iran-protest-held-phoenix-among-others-nationwide/4424059002/,2,"City Plaza, Reno",Nevada,NV
2020-01-09,"Louisville, KY",100.0,International Relations,International; Against war; Iran,Yes,https://www.courier-journal.com/story/news/local/2020/01/09/nowarwithiran-protest-comes-louisville-metro-hall/2848498001/,1,Louisville,Kentucky,KY
2020-01-09,"Marietta Square, Marietta, GA",,International Relations,International; Against war; Iran,Yes,https://www.11alive.com/article/news/local/marietta/protest-held-in-marietta-square-against-war-with-iran/85-52e11674-56b6-44c1-9df2-40a6b7db28a9,1,"Marietta Square, Marietta",Georgia,GA
2020-01-09,"Rochester, NY",20.0,International Relations,International; Against war; Iran,Yes,https://www.wxxinews.org/post/demonstrators-gather-outside-federal-building-rally-peace,1,Rochester,New York,NY
