Date,Location,Attendees,Event (legacy; see tags),Tags,Curated,Source,Total Articles,City,State Name,State Code
2020-02-05,"Springfield, MA",35.0,Executive,Executive; Against president; Impeachment,Yes,https://www.masslive.com/news/2020/02/springfield-rally-protests-impeachment-acquittal-of-president-donald-trump.html,1,Springfield,Massachusetts,MA
2020-02-05,"Talleyville, DE",60.0,Executive,Executive; Against president; Impeachment,Yes,https://www.delawareonline.com/story/news/politics/2020/02/05/delaware-group-joins-national-protest-trumps-acquittal/4670763002/,1,Talleyville,Delaware,DE
2020-02-05,"Dilworth Plaza, Philadelphia, PA",100.0,Executive,Executive; Against president; Impeachment,Yes,https://www.inquirer.com/news/trump-impeachment-protest-dilworth-park-philadelphia-rally-20200206.html,1,"Dilworth Plaza, Philadelphia",Pennsylvania,PA
2020-02-05,"Dilworth Plaza, Philadelphia, PA",1.0,Executive,Executive; For president; Counter protest; Impeachment,No,https://www.inquirer.com/news/trump-impeachment-protest-dilworth-park-philadelphia-rally-20200206.html,1,"Dilworth Plaza, Philadelphia",Pennsylvania,PA
2020-02-05,"Omaha, NE",2.0,Other,Other; For animal welfare,No,https://www.3newsnow.com/news/local-news/peta-demonstrators-spread-message-in-the-old-market,1,Omaha,Nebraska,NE
2020-02-05,"Morton Middle School, Lexington, KY",,Education,Education; Against dress code,No,https://www.kentucky.com/news/local/education/article239989613.html,1,"Morton Middle School, Lexington",Kentucky,KY
2020-02-05,"Saline, MI",,Racial Injustice,Civil Rights; For racial justice,Yes,https://www.sentinel-standard.com/news/20200206/stay-in-mexico-remark-prompts-inclusion-rally-in-saline,4,Saline,Michigan,MI
2020-02-05,"Eugene, OR",100.0,Executive,Executive; Against president; Impeachment,Yes,https://www.kezi.com/content/news/Protesters-rally-against-President-Trumps-acquittal--567630351.html,1,Eugene,Oregon,OR
2020-02-05,"Naperville, IL",80.0,Executive,Executive; Against president; Impeachment,Yes,https://www.chicagotribune.com/suburbs/naperville-sun/ct-nvs-reject-the-coverup-rally-naperville-st-0207-20200206-eiuu523p5bdeph5vzcc4ronp24-story.html,1,Naperville,Illinois,IL
2020-02-05,"Boise, ID",,Executive,Executive; Against president; Impeachment,Yes,https://www.kivitv.com/news/reject-the-cover-up-rally-held-in-boise,1,Boise,Idaho,ID
2020-02-05,"State Capitol, Lansing, MI",20.0,Executive,Executive; Against president; Impeachment,Yes,https://www.lansingstatejournal.com/story/news/local/2020/02/05/protesters-gather-capitol-after-u-s-senate-acquits-trump-impeachment-charges/4673645002/,1,"State Capitol, Lansing",Michigan,MI
2020-02-05,"Austin Peay State University, Clarksville, TN",20.0,Executive,Executive; Against president; Impeachment,Yes,https://www.theleafchronicle.com/story/news/local/clarksville/2020/02/06/trump-protest-clarksville-indivisible-protests-impeachment-vote/4681485002/,1,"Austin Peay State University, Clarksville",Tennessee,TN
2020-02-05,"Milwaukee, WI",,Racial Injustice,Civil Rights; For racial justice; For firing/reassignment,Yes,https://www.cbs58.com/news/milwaukee-black-panthers-protest-at-roundys-after-employees-accused-of-using-racial-slurs,1,Milwaukee,Wisconsin,WI
2020-02-05,"Gainesville, FL",,Executive,Executive; Against president; Impeachment,Yes,https://www.ocala.com/news/20200206/man-punches-another-during-trump-protest-police-say,1,Gainesville,Florida,FL
2020-02-05,"Gainesville, FL",,Executive,Executive; For president; Counter protest; Impeachment,No,https://www.ocala.com/news/20200206/man-punches-another-during-trump-protest-police-say,1,Gainesville,Florida,FL
2020-02-05,"Town Square, Jackson, WY",1.0,Executive,Executive; Against president; Impeachment,Yes,https://www.jhnewsandguide.com/jackson_hole_daily/local/councilor-stages-protest-of-senate-acquittal/article_5b0343c3-b866-587c-8c3d-a02b66bba673.html,2,"Town Square, Jackson",Wyoming,WY
2020-02-05,"Napa, CA",,Executive,Executive; Against president; Impeachment,Yes,https://napavalleyregister.com/news/local/napa-protest-follows-trump-s-impeachment-acquittal/article_f8c4bd3c-c297-5180-a8b9-7f8b5e4b88c5.html,1,Napa,California,CA
2020-02-05,"Boston University, Boston, MA",,International Relations,International; Against war; Against business,Yes,https://dailyfreepress.com/2020/02/06/students-protest-raytheons-presence-at-eng-career-fair/,1,"Boston University, Boston",Massachusetts,MA
2020-02-05,"Boston Common, Boston, MA",200.0,Executive,Executive; Against president; Impeachment,Yes,https://dailyfreepress.com/2020/02/06/trump-acquittal-rally/,1,"Boston Common, Boston",Massachusetts,MA
2020-02-05,"San Rafael, CA",100.0,Executive,Executive; Against president; Impeachment,Yes,https://www.marinij.com/2020/02/05/san-rafael-rally-protests-senates-acquittal-of-president-trump/,2,San Rafael,California,CA
2020-02-05,"Union Square, San Francisco, CA",100.0,Executive,Executive; Against president; Impeachment,Yes,https://www.ktvu.com/news/hundreds-protest-president-trumps-acquittal-on-san-francisco-market-street,2,"Union Square, San Francisco",California,CA
2020-02-05,"Hillcrest, San Diego, CA",40.0,Executive,Executive; Against president; Impeachment,Yes,https://www.sandiegouniontribune.com/news/story/2020-02-05/san-diegans-protest-trump-acquittal,1,"Hillcrest, San Diego",California,CA
2020-02-05,"Fountain Square, Evanston, IL",200.0,Executive,Executive; Against president; Impeachment,Yes,https://dailynorthwestern.com/2020/02/05/city/evanston-residents-rally-against-trumps-acquittal/,1,"Fountain Square, Evanston",Illinois,IL
2020-02-05,"Beaver County Courthouse, Beaver, PA",,Executive,Executive; For president; Counter protest; Impeachment,No,https://www.timesonline.com/news/20200206/residents-protest-trumplsquos-acquittal-calling-it-lsquocover-uprsquo,1,"Beaver County Courthouse, Beaver",Pennsylvania,PA
2020-02-05,"Lexington, KY",30.0,Executive,Executive; Against president; Impeachment,Yes,https://www.lex18.com/news/covering-kentucky/group-gathers-downtown-to-protest-trumps-acquittal,1,Lexington,Kentucky,KY
2020-02-05,"Embarcadero, San Diego, CA",,Executive,Executive; Against president; Impeachment,Yes,https://www.cbs8.com/article/news/local/san-diegans-protest-after-senate-acquits-trump-of-impeachment-charges/509-36fa9ff3-5f17-43f7-b21b-9508819837e6,1,"Embarcadero, San Diego",California,CA
2020-02-05,"State Capitol, Atlanta, GA",,Collective Bargaining,Collective Bargaining; For better compensation,No,http://nique.net/news/2020/02/14/campus-workers-rally-for-improved-wages/,1,"State Capitol, Atlanta",Georgia,GA
2020-02-06,"State Capitol, Salem, OR",2000.0,Environment,Environment; Against pricing carbon,No,http://www.nrtoday.com/news/state/oregon_politics/timber-unity-rallies-against-cap-and-trade-bill-in-salem/article_01daf75b-29d4-5cb6-b503-58237a7f1c27.html,50,"State Capitol, Salem",Oregon,OR
2020-02-06,"State Capitol, Oklahoma City, OK",100.0,Other,Other; For marijuana,No,https://oklahoman.com/article/5654312/medical-marijuana-supporters-rally-at-oklahoma-state-capitol,7,"State Capitol, Oklahoma City",Oklahoma,OK
2020-02-06,"San Diego, CA",100.0,Collective Bargaining,Collective Bargaining; Immigration; For compassionate immigration; For worker rights,Yes,https://www.cbs8.com/article/money/janitors-march-demand-new-deal-for-immigrant-workers-in-san-diego/509-86107665-9457-4661-b87a-341dfd53bb11,2,San Diego,California,CA
2020-02-06,"State Capitol, Salem, OR",,Environment,Environment; Against climate change; Counter protest,Yes,https://www.kptv.com/news/timber-unity-group-rallies-in-salem-to-protest-cap-and/article_7dac43ce-48ee-11ea-bc70-73c48c217d7b.html,4,"State Capitol, Salem",Oregon,OR
2020-02-06,"State Capitol, Olympia, WA",300.0,Collective Bargaining,Collective Bargaining; For privacy rights,No,https://www.theolympian.com/news/politics-government/article239976838.html,1,"State Capitol, Olympia",Washington,WA
2020-02-06,"Lincoln Park High School, Chicago, IL",100.0,Education,Education; Against firing/reassignment,No,https://www.chicagotribune.com/news/breaking/ct-lincoln-park-high-school-leaders-removed-chicago-cps-20200206-idtph6bmwnhgbecdvbkux3kpim-story.html,1,"Lincoln Park High School, Chicago",Illinois,IL
2020-02-06,"State Capitol, Denver, CO",,Civil Rights,Civil Rights; For women's rights,Yes,https://denver.cbslocal.com/2020/02/06/period-power-students-gather-for-hygiene-rally-at-state-capitol/,1,"State Capitol, Denver",Colorado,CO
2020-02-06,"William Land Elementary School, Sacramento, CA",10.0,Education,Education; Against mismanagement,No,https://www.kcra.com/article/sacramento-students-protest-for-more-homework/30796810,1,"William Land Elementary School, Sacramento",California,CA
2020-02-06,"Frankfort, KY",,Civil Rights,Civil Rights; Against abortion rights,No,https://www.wtvq.com/2020/02/06/sisters-life-hold-pro-life-rally-capitol/,1,Frankfort,Kentucky,KY
2020-02-06,"University of Missouri, Columbia, MO",8.0,Other,Other; For animal welfare,No,https://www.columbiamissourian.com/news/higher_education/demonstrators-gather-to-protest-live-animal-use-at-mu/article_a237895a-492b-11ea-89e6-c7dc43af962f.html,1,"University of Missouri, Columbia",Missouri,MO
2020-02-06,"Springdale, AR",30.0,Environment,Environment; Against climate change; Against business,Yes,https://www.tahlequahdailypress.com/news/activists-stage-protest-at-tyson-shareholder-meeting-over-sustainability-concerns/article_81877fc9-c0c2-53f8-ae46-12223671d455.html,2,Springdale,Arkansas,AR
2020-02-07,"Central Piedmont Community College, Charlotte, NC",,Executive,Executive; Against president,Yes,https://www.charlotteobserver.com/news/politics-government/election/article240037158.html,2,"Central Piedmont Community College, Charlotte",North Carolina,NC
2020-02-07,"Central Piedmont Community College, Charlotte, NC",,Executive,Executive; For president,No,https://www.charlotteobserver.com/news/politics-government/election/article240037158.html,2,"Central Piedmont Community College, Charlotte",North Carolina,NC
2020-02-07,"Brooklyn, NY",50.0,Immigration,Immigration; For compassionate immigration,Yes,https://gothamist.com/news/ice-shooting-brooklyn-arrest-protest,2,Brooklyn,New York,NY
2020-02-07,"Norfolk, VA",,Executive,Executive; Against candidate,No,https://www.pilotonline.com/government/elections/vp-nw-bloomberg-event-20200207-d2wa2bdtdncufdywebdae7qxu4-story.html,1,Norfolk,Virginia,VA
2020-02-07,"Marie Curie Metropolitan High School, Chicago, IL",,Education,Education; Against firing/reassignment,No,http://wgntv.com/2020/02/07/parents-rally-in-support-of-ousted-cps-coach/,1,"Marie Curie Metropolitan High School, Chicago",Illinois,IL
2020-02-07,"City Hall, Los Angeles, CA",300.0,Environment,Environment; Against climate change,Yes,https://www.latimes.com/entertainment-arts/story/2020-02-07/jane-fonda-fire-drill-friday-los-angeles,1,"City Hall, Los Angeles",California,CA
2020-02-07,"Roland Park, Baltimore, MD",,Racial Injustice,Civil Rights; For racial justice,Yes,https://www.wbaltv.com/article/roland-park-rally-against-racism/30814458,1,"Roland Park, Baltimore",Maryland,MD
2020-02-07,"Vancouver, WA",50.0,Environment,Environment; Against fossil fuels,Yes,https://www.columbian.com/news/2020/feb/07/environmental-activists-protest-at-port-of-vancouver-friday/,1,Vancouver,Washington,WA
2020-02-07,"Walter Bracken STEAM Academy, Las Vegas, NV",20.0,Education,Education; Against mismanagement,No,https://www.ktnv.com/news/parents-protest-outside-walter-bracken-academy,1,"Walter Bracken STEAM Academy, Las Vegas",Nevada,NV
2020-02-07,"Boise, ID",30.0,Other,Other; For affordable housing,No,https://www.idahostatesman.com/news/local/community/article240104603.html,1,Boise,Idaho,ID
2020-02-07,"Jefferson County Courthouse, Charles Town, WV",40.0,Guns,Guns; Against greater gun control,No,https://www.journal-news.net/life/group-holds-constitution-rally-in-jefferson-county/article_1586c735-63dd-556e-9656-c40fc78bb58e.html,1,"Jefferson County Courthouse, Charles Town",West Virginia,WV
2020-02-07,"Springfield, MO",,Other,Other; For animal welfare,No,https://www.ozarksfirst.com/local-news/local-news-local-news/circus-lovers-and-protesters-gather-for-the-first-showing/,1,Springfield,Missouri,MO
2020-02-07,"University of North Florida, Jacksonville, FL",,Other,Other; Against invited speaker; Against war,No,https://www.actionnewsjax.com/news/local/duval-county/university-north-florida-students-disciplined-protest-madeleine-albright-event/QXB7Y77VBVCGBJDUZZXGW4QPJE/,1,"University of North Florida, Jacksonville",Florida,FL
2020-02-07,"Rutgers, New Brunswick, NJ",,International Relations,International; Against foreign government; India,Yes,https://www.dailytargum.com/article/2020/02/rutgers-students-faculty-organize-protest-over-indias-citizenship-amendment-act,1,"Rutgers, New Brunswick",New Jersey,NJ
2020-02-07,"Rutgers, New Brunswick, NJ",,International Relations,International; For foreign government; Counter protest; India,No,https://www.dailytargum.com/article/2020/02/rutgers-students-faculty-organize-protest-over-indias-citizenship-amendment-act,1,"Rutgers, New Brunswick",New Jersey,NJ
2020-02-07,"Walt Disney Concert Hall, Los Angeles, CA",,Executive,Executive; Against president,Yes,https://www.latimes.com/entertainment-arts/story/2020-02-10/refuse-fascism-trump-protesters-banners-disney-hall-oscars,1,"Walt Disney Concert Hall, Los Angeles",California,CA
2020-02-07,"University of California, Santa Cruz, CO",,Civil Rights,Civil Rights; Against white supremacy,Yes,https://www.ksbw.com/article/uc-santa-cruz-college-republicans-claim-they-were-attacked-harassed-and-threatened-by-protesters/30946721,1,"University of California, Santa Cruz",Colorado,CO
2020-02-08,"Buffalo, NY",25.0,Other,Other; Against mismanagement; Sports,No,https://buffalonews.com/2020/02/08/rally-protesting-sabres-years-long-losing-streak-few-in-number-large-in-spirit/,4,Buffalo,New York,NY
2020-02-08,"Raleigh, NC",100.0,Other,Other; For progressive agenda,Yes,https://www.newsobserver.com/latest-news/article240118123.html,2,Raleigh,North Carolina,NC
2020-02-08,"State Capitol, Salt Lake City, UT",200.0,Guns,Guns; Against greater gun control,No,https://www.deseret.com/2020/2/8/21128762/utahns-rally-against-gun-control-legislation,3,"State Capitol, Salt Lake City",Utah,UT
2020-02-08,"Union Station, Washington, DC",150.0,Civil Rights,Civil Rights; For white supremacy,No,https://www.wusa9.com/article/features/producers-picks/masked-neo-nazi-protest-dc-was-it-legal/65-4872c9c8-2ab7-423b-b45f-1e9fe9b8c017,3,"Union Station, Washington",District of Columbia,DC
2020-02-08,"State Capitol, Santa Fe, NM",100.0,Guns,Guns; Against greater gun control,No,https://www.koat.com/article/gun-rights-supporters-rally-at-roundhouse/30828072,1,"State Capitol, Santa Fe",New Mexico,NM
2020-02-08,"Wayne County Community College, Detroit, MI",200.0,Collective Bargaining,Collective Bargaining; For better compensation,No,https://www.detroitnews.com/story/news/local/wayne-county/2020/02/08/nursing-home-union-workers-rally-detroit-demanding-better-pay-benefits/4682773002/,1,"Wayne County Community College, Detroit",Michigan,MI
2020-02-08,"Lafayette Park, Washington, DC",200.0,International Relations,International; Against foreign government; Iran,No,https://www.washingtonexaminer.com/news/khamenei-and-his-regime-are-going-down-hundreds-rally-near-white-house-in-opposition-to-iranian-government,1,"Lafayette Park, Washington",District of Columbia,DC
2020-02-08,"Heckscher State Park, East Islip, NY",100.0,Other,Other; Against child abuse,No,https://www.newsday.com/long-island/suffolk/march-thomas-valva-autism-1.41608425,1,"Heckscher State Park, East Islip",New York,NY
2020-02-08,"Lownsdale Square, Portland, OR",200.0,Civil Rights,Civil Rights; Against white supremacy; Counter protest; Antifa,Yes,https://pamplinmedia.com/pt/9-news/451262-367844-portland-police-arrest-3-after-skirmishes-at-anti-kkk-rally,11,"Lownsdale Square, Portland",Oregon,OR
2020-02-08,"Baltimore, MD",20.0,Other,Other; Against violence,No,https://www.baltimoresun.com/news/crime/bs-md-ci-cr-ceasefire-weekend-20200208-sbwlvi5vmzdhth2ehr5b7tnujm-story.html,1,Baltimore,Maryland,MD
2020-02-08,"Eugene, OR",,Other,Other; For homeless residents; Against business,Yes,https://www.kezi.com/content/news/Restaurant-owner-speaks-out-after-Elk-Horn-invasion-protest-567749471.html,2,Eugene,Oregon,OR
2020-02-08,"University of California, Santa Cruz, CA",20.0,Other,Other; Against development,No,https://www.santacruzsentinel.com/general-news/20081214/uc-santa-cruz-tree-sit-demonstration-ends-peacefully,1,"University of California, Santa Cruz",California,CA
2020-02-09,"Kearny, NJ",,Immigration,Immigration; For compassionate immigration,Yes,http://newjersey.news12.com/story/41678092/kearny-rally-condemns-shooting-of-man-during-ice-arrest,1,Kearny,New Jersey,NJ
2020-02-09,"Los Angeles, CA",,Executive,Executive; Against president,Yes,https://www.latimes.com/entertainment-arts/story/2020-02-10/refuse-fascism-trump-protesters-banners-disney-hall-oscars,1,Los Angeles,California,CA
2020-02-09,"Rutgers University, New Brunswick, NJ",10.0,International Relations,International; Legislative; Against congressional representative; Against invited speaker; For Israel; Israel,No,https://www.mycentraljersey.com/story/news/education/college/rutgers/2020/02/10/rashida-tlaib-met-protesters-rutgers-muslims-peace-event/4712412002/,1,"Rutgers University, New Brunswick",New Jersey,NJ
2020-02-09,"Auke Bay Recreation Area, Juneau, AK",50.0,Environment,Environment; Against fossil fuels,Yes,https://www.juneauempire.com/news/juneau-activists-stand-with-canadian-protesters/,1,"Auke Bay Recreation Area, Juneau",Alaska,AK
2020-02-10,"Manchester, NH",,Executive,Executive; Against president,Yes,https://www.bostonherald.com/2020/02/10/maga-faithful-see-strengthening-trump-at-nh-rally/,3,Manchester,New Hampshire,NH
2020-02-10,"Berkeley High School, Berkeley, CA",100.0,Other,Other; Against sexual/domestic violence,Yes,https://www.ktvu.com/news/berkeley-high-students-walk-out-of-class-rally-against-sexual-violence,2,"Berkeley High School, Berkeley",California,CA
2020-02-10,"Missoula, MT",20.0,Environment,Environment; Against fossil fuels,Yes,https://missoulian.com/news/local/missoula-activists-protest-canada-gas-pipeline/article_ba7614f9-6dc7-5e37-85fc-f4b31d04f52b.html,1,Missoula,Montana,MT
2020-02-10,"University of California, Westwood, CA",30.0,Collective Bargaining,Collective Bargaining; For better compensation,No,https://dailybruin.com/2020/02/11/ucla-graduate-students-stage-protest-over-low-wages-lack-of-affordable-housing/,1,"University of California, Westwood",California,CA
2020-02-10,"City Hall, Las Vegas, NV",,Immigration,Immigration; For compassionate immigration,Yes,https://www.nevadacurrent.com/2020/02/11/lv-marshals-break-up-protest-on-steps-of-city-hall/,1,"City Hall, Las Vegas",Nevada,NV
2020-02-10,"Philadelphia, PA",,Other,Other; Against crime,No,https://www.metro.us/news/local-news/philadelphia/south-philly-residents-rally-against-philly-crime,1,Philadelphia,Pennsylvania,PA
2020-02-10,"University of California, Santa Cruz, CA",100.0,Collective Bargaining,Collective Bargaining; For better compensation,No,https://www.ksbw.com/article/17-arrested-during-ucsc-grad-student-protest/30900858,6,"University of California, Santa Cruz",California,CA
2020-02-10,"San Francisco, CA",20.0,Other,Other; For greater safety; Transportation,No,https://sfbayca.com/2020/02/11/bike-safety-advocates-rally-in-support-of-embarcadero-quick-build-improvements/,1,San Francisco,California,CA
2020-02-11,"State Capitol, Salem, OR",1000.0,Environment,Environment; Against climate change,Yes,https://www.polkio.com/news/climate-activists-swarm-capitol-in-support-of-controversial-environmental-legislation/article_7f76c006-4d32-11ea-8d15-f7b037f4b6ad.html,10,"State Capitol, Salem",Oregon,OR
2020-02-11,"Cordova, AK",150.0,Other,Other; For greater funding; Transportation,No,https://www.thecordovatimes.com/2020/02/15/ferry-rally-livestreams-to-audience-of-thousands/,3,Cordova,Alaska,AK
2020-02-11,"State Capital, Juneau, AK",200.0,Other,Other; For greater funding; Transportation,No,https://www.adn.com/alaska-news/2020/02/12/coastal-residents-protest-urging-legislature-and-governor-to-fix-a-growing-ferry-transportation-crisis/,6,"State Capital, Juneau",Alaska,AK
2020-02-11,"Towson, MD",100.0,Collective Bargaining,Collective Bargaining; For better compensation,No,https://www.baltimoresun.com/maryland/baltimore-county/cng-co-teachers-protest-pay-20200211-rluozinnhjgedlrwpb35mb2jsm-story.html,2,Towson,Maryland,MD
2020-02-11,"Statehouse, Columbus, OH",,Education,Education; For vouchers,No,https://www.nbc4i.com/news/local-news/public-school-leaders-rally-for-changes-to-edchoice-voucher-program/,1,"Statehouse, Columbus",Ohio,OH
2020-02-11,"Berkeley High School, Berkeley, CA",1000.0,Other,Other; Against sexual/domestic violence,Yes,https://abc7news.com/5921479,3,"Berkeley High School, Berkeley",California,CA
2020-02-11,"State Capitol, Oklahoma City, OK",25.0,Civil Rights,Civil Rights; For abortion rights; Counter protest,Yes,http://www.oudaily.com/news/anti-abortion-supporters-rally-in-oklahoma-state-capitol-to-abolish/article_6e1e22e4-4d3d-11ea-bc80-d3ba0e8f51cc.html,4,"State Capitol, Oklahoma City",Oklahoma,OK
2020-02-11,"State Capitol, Oklahoma City, OK",500.0,Civil Rights,Civil Rights; Against abortion rights,No,http://www.oudaily.com/news/anti-abortion-supporters-rally-in-oklahoma-state-capitol-to-abolish/article_6e1e22e4-4d3d-11ea-bc80-d3ba0e8f51cc.html,3,"State Capitol, Oklahoma City",Oklahoma,OK
2020-02-11,"Westbury, NY",,Civil Rights,Civil Rights; For greater accountability; Police,Yes,http://longisland.news12.com/story/41687048/protesters-rally-outside-nassau-family-court-claim-police-brutality-in-assault-case,1,Westbury,New York,NY
2020-02-11,"Northwestern Middle School, Zachary, LA",,Education,Education; For firing/reassignment,No,https://www.wbrz.com/news/day-after-contentious-news-conference-councilman-leads-protest-demanding-zachary-principal-s-removal/,1,"Northwestern Middle School, Zachary",Louisiana,LA
2020-02-11,"Montgomery, AL",,Other,Other; Against sexual/domestic violence,Yes,https://www.al.com/news/2020/02/no-rapists-in-alabama-politics-protesters-chant-as-moore-puts-monument-in-his-office.html,1,Montgomery,Alabama,AL
2020-02-11,"State Capitol, St. Paul, MN",,Environment,Environment; For mining,No,http://www.startribune.com/polymet-petitions-state-supreme-court-on-blocked-permits-groups-on-both-sides-rally-at-capitol/567774562/,1,"State Capitol, St. Paul",Minnesota,MN
2020-02-11,"State Capitol, St. Paul, MN",,Environment,Environment; Against mining,Yes,http://www.startribune.com/polymet-petitions-state-supreme-court-on-blocked-permits-groups-on-both-sides-rally-at-capitol/567774562/,1,"State Capitol, St. Paul",Minnesota,MN
2020-02-11,"Porter Ranch, CA",20.0,Environment,Environment; Against fossil fuels,Yes,https://www.dailynews.com/close-aliso-canyon-facility-within-year-protest-urges,1,Porter Ranch,California,CA
2020-02-11,"City Hall, New York, NY",,Other,Other; For greater safety; Transportation,No,https://www.amny.com/transit/this-is-a-big-step-forward-advocates-rally-for-dangerous-vehicle-abatement-law-that-passed-today/,1,"City Hall, New York",New York,NY
2020-02-11,"Liberty School, Saline, MI",40.0,Civil Rights,Civil Rights; Education; For greater inclusion,Yes,https://www.mlive.com/news/ann-arbor/2020/02/saline-students-stand-lock-arms-to-protest-school-leaders-response-to-racism.html,2,"Liberty School, Saline",Michigan,MI
2020-02-11,"Ball State University, Muncie, IN",20.0,Civil Rights,Civil Rights; For greater accountability; Police,No,https://fox59.com/2020/01/29/ball-state-students-protest-over-professor-calling-police-to-remove-student-from-class/,1,"Ball State University, Muncie",Indiana,IN
2020-02-11,"Anchorage, AK",30.0,Other,Other; For greater funding; Transportation,No,https://www.adn.com/alaska-news/2020/02/12/coastal-residents-protest-urging-legislature-and-governor-to-fix-a-growing-ferry-transportation-crisis/,3,Anchorage,Alaska,AK
2020-02-11,"Petersburg, AK",,Other,Other; For greater funding; Transportation,No,https://www.ktuu.com/content/news/Frustrated-fearful--furious-Hundreds-rally-to-restore-Alaskas-ferry-service-567784501.html,2,Petersburg,Alaska,AK
2020-02-11,"Kake, AK",,Other,Other; For greater funding; Transportation,No,https://www.ktuu.com/content/news/Frustrated-fearful--furious-Hundreds-rally-to-restore-Alaskas-ferry-service-567784501.html,1,Kake,Alaska,AK
2020-02-11,"Benton Harbor, MI",,Other,Other; For continued investigation; Missing person,No,https://www.heraldpalladium.com/communities/benton_harbor/i-m-not-going-to-give-up-jessica-gray-s/article_d06f8d0f-be98-59bc-8622-1bc5ad4ae15a.html,1,Benton Harbor,Michigan,MI
2020-02-11,"Kodiak, AK",,Other,Other; For greater funding; Transportation,No,https://www.thecordovatimes.com/2020/02/15/ferry-rally-livestreams-to-audience-of-thousands/,1,Kodiak,Alaska,AK
2020-02-11,"Valdez, AK",,Other,Other; For greater funding; Transportation,No,https://www.thecordovatimes.com/2020/02/15/ferry-rally-livestreams-to-audience-of-thousands/,1,Valdez,Alaska,AK
2020-02-12,"Pittsburgh, PA",,Education,Education; Against closure/relocation,No,https://www.wtae.com/article/two-pittsburgh-catholic-schools-to-close/30658294,1,Pittsburgh,Pennsylvania,PA
2020-02-12,"Chattanooga, TN",10.0,Executive,Executive; Against candidate,No,https://www.timesfreepress.com/news/local/story/2020/feb/12/bloomberg-rallies-chattanooga-trump-afraid-me/515563/,1,Chattanooga,Tennessee,TN
2020-02-12,"Oklahoma City, OK",,Healthcare,Healthcare; For vaccines,No,https://kfor.com/news/local/parents-rally-at-oklahoma-capitol-to-push-for-right-to-choose-regarding-vaccinations/,1,Oklahoma City,Oklahoma,OK
2020-02-12,"State Capitol, Santa Fe, NM",200.0,Civil Rights,Civil Rights; For abortion rights,Yes,https://nmpoliticalreport.com/2020/02/12/groups-and-individuals-rally-for-abortion-rights-at-the-state-capitol-building/,1,"State Capitol, Santa Fe",New Mexico,NM
2020-02-12,"Duncan Plaza, New Orleans, LA",,Collective Bargaining,Collective Bargaining; For worker rights; Against hazardous conditions,No,https://www.nola.com/news/article_e18b2da6-4dfd-11ea-973c-d326430f2e31.html,1,"Duncan Plaza, New Orleans",Louisiana,LA
2020-02-12,"Wilmington, DE",200.0,Racial Injustice,Civil Rights; For racial justice,Yes,https://www.delawareonline.com/story/news/2020/02/13/scapegoat-not-enough-odyssey-charter-president-told-rally/4747448002/,1,Wilmington,Delaware,DE
2020-02-12,"New Bedford, MA",20.0,Other,Other; Against closure/relocation; For local services,No,https://www.abc6.com/story/41695458/dozens-protest-closure-of-new-bedford-firehouse,1,New Bedford,Massachusetts,MA
2020-02-12,"Senn High School, Chicago, IL",,Racial Injustice,Civil Rights; Education; For racial justice; National anthem,Yes,https://chicago.suntimes.com/education/2020/2/12/21135560/senn-high-school-mary-beck-go-back-country,2,"Senn High School, Chicago",Illinois,IL
2020-02-12,"University of California, Berkeley, CA",150.0,Collective Bargaining,Collective Bargaining; For better compensation,No,https://www.dailycal.org/2020/02/13/academic-workers-union-rallies-to-demand-increased-affordable-housing/,1,"University of California, Berkeley",California,CA
2020-02-12,"Santa Monica, CA",100.0,Collective Bargaining,Collective Bargaining; For better compensation,No,https://www.smdp.com/city-of-santa-monica-workers-protest-stalled-pension-healthcare-negotiations/186178,1,Santa Monica,California,CA
2020-02-12,"State Capitol, Salem, OR",400.0,Healthcare,Healthcare; Against opioid epidemic; Drugs/Alcohol,No,https://www.kptv.com/news/demonstrators-rally-in-salem-for-more-support-for-people-in/article_080c18b2-4e00-11ea-9cbb-0f0dae6cf14e.html,1,"State Capitol, Salem",Oregon,OR
2020-02-12,"Ithaca, NY",,Environment,Environment; Against fossil fuels,Yes,https://www.ithacajournal.com/story/news/public-safety/2020/02/14/protesters-refused-leave-chase-bank-ithaca-8-arrested/4759088002/,3,Ithaca,New York,NY
2020-02-13,"City Hall, Milwaukee, WI",100.0,Collective Bargaining,Collective Bargaining; For unionization; For higher minimum wage,Yes,https://www.jsonline.com/story/news/local/milwaukee/2020/02/13/its-struggle-out-here-milwaukee-workers-march-15-per-hour/4754126002/,1,"City Hall, Milwaukee",Wisconsin,WI
2020-02-13,"University of Wisconsin, Madison, WI",,Environment,Environment; Against fossil fuels,Yes,https://badgerherald.com/news/2020/02/13/students-hold-die-in-on-bascom-for-national-divestment-day/,3,"University of Wisconsin, Madison",Wisconsin,WI
2020-02-13,"State Capitol, Richmond, VA",1000.0,Civil Rights,Civil Rights; Against abortion rights,No,https://www.nbc12.com/2020/02/13/thousands-gather-capitol-march-life-rally/,5,"State Capitol, Richmond",Virginia,VA
2020-02-13,"Bristol, PA",20.0,Collective Bargaining,Collective Bargaining; Against understaffing,No,https://www.theintell.com/news/20200213/lower-bucks-hospital-nurses-protest-staffing-levels,1,Bristol,Pennsylvania,PA
