"","State","Filed.week.ended","Initial.Claims","Reflecting.Week.Ended","Continued.Claims","Covered.Employment","Insured.Unemployment.Rate"
"750","Florida",2020-04-04,169885,2020-03-28,98921,8604277,1.15
"751","Florida",2020-04-11,180419,2020-04-04,339448,8590846,3.95
"752","Florida",2020-04-18,506670,2020-04-11,177021,8590846,2.06
"753","Florida",2020-04-25,433103,2020-04-18,540554,8590846,6.29
"754","Florida",2020-05-02,174860,2020-04-25,444561,8590846,5.17
"755","Florida",2020-05-09,223082,2020-05-02,1035207,8590846,12.05
"756","Florida",2020-05-16,225404,2020-05-09,2151108,8590846,25.04
"757","Florida",2020-05-23,175411,2020-05-16,529384,8590846,6.16
"758","Florida",2020-05-30,207707,2020-05-23,630640,8590846,7.34
"759","Florida",2020-06-06,112161,2020-05-30,966625,8590846,11.25
"760","Florida",2020-06-13,88148,2020-06-06,920202,8590846,10.71
"761","Georgia",2019-01-05,17800,2018-12-29,38700,4271277,0.91
"762","Georgia",2019-01-12,13145,2019-01-05,38060,4290407,0.89
"763","Georgia",2019-01-19,7402,2019-01-12,29355,4290407,0.68
"764","Georgia",2019-01-26,5529,2019-01-19,28292,4290407,0.66
"765","Georgia",2019-02-02,5483,2019-01-26,27875,4290407,0.65
"766","Georgia",2019-02-09,5575,2019-02-02,27142,4290407,0.63
"767","Georgia",2019-02-16,5711,2019-02-09,26530,4290407,0.62
"768","Georgia",2019-02-23,5120,2019-02-16,27208,4290407,0.63
"769","Georgia",2019-03-02,5781,2019-02-23,26703,4290407,0.62
"770","Georgia",2019-03-09,5166,2019-03-02,25281,4290407,0.59
"771","Georgia",2019-03-16,4387,2019-03-09,24682,4290407,0.58
"772","Georgia",2019-03-23,4182,2019-03-16,23918,4290407,0.56
"773","Georgia",2019-03-30,4171,2019-03-23,23944,4290407,0.56
"774","Georgia",2019-04-06,4642,2019-03-30,23020,4290407,0.54
"775","Georgia",2019-04-13,5248,2019-04-06,24837,4314458,0.58
"776","Georgia",2019-04-20,4655,2019-04-13,23737,4314458,0.55
"777","Georgia",2019-04-27,4457,2019-04-20,24013,4314458,0.56
"778","Georgia",2019-05-04,4851,2019-04-27,23899,4314458,0.55
"779","Georgia",2019-05-11,5072,2019-05-04,23743,4314458,0.55
"780","Georgia",2019-05-18,4286,2019-05-11,24030,4314458,0.56
"781","Georgia",2019-05-25,4191,2019-05-18,24042,4314458,0.56
"782","Georgia",2019-06-01,4474,2019-05-25,24268,4314458,0.56
"783","Georgia",2019-06-08,5366,2019-06-01,24860,4314458,0.58
"784","Georgia",2019-06-15,4332,2019-06-08,24648,4314458,0.57
"785","Georgia",2019-06-22,4412,2019-06-15,25072,4314458,0.58
"786","Georgia",2019-06-29,4336,2019-06-22,24973,4314458,0.58
"787","Georgia",2019-07-06,5234,2019-06-29,24972,4314458,0.58
"788","Georgia",2019-07-13,9065,2019-07-06,30818,4332044,0.71
"789","Georgia",2019-07-20,6107,2019-07-13,27148,4332044,0.63
"790","Georgia",2019-07-27,4275,2019-07-20,26077,4332044,0.6
"791","Georgia",2019-08-03,4402,2019-07-27,25618,4332044,0.59
"792","Georgia",2019-08-10,4395,2019-08-03,25319,4332044,0.58
"793","Georgia",2019-08-17,3913,2019-08-10,24789,4332044,0.57
"794","Georgia",2019-08-24,4450,2019-08-17,25549,4332044,0.59
"795","Georgia",2019-08-31,4797,2019-08-24,24822,4332044,0.57
"796","Georgia",2019-09-07,3645,2019-08-31,24574,4332044,0.57
"797","Georgia",2019-09-14,5208,2019-09-07,25217,4332044,0.58
"798","Georgia",2019-09-21,4262,2019-09-14,24252,4332044,0.56
"799","Georgia",2019-09-28,4534,2019-09-21,23955,4332044,0.55
"800","Georgia",2019-10-05,4843,2019-09-28,24335,4332044,0.56
"801","Georgia",2019-10-12,5100,2019-10-05,23752,4353840,0.55
"802","Georgia",2019-10-19,4431,2019-10-12,24134,4353840,0.55
"803","Georgia",2019-10-26,6255,2019-10-19,25067,4353840,0.58
"804","Georgia",2019-11-02,5207,2019-10-26,24694,4353840,0.57
"805","Georgia",2019-11-09,5417,2019-11-02,24251,4353840,0.56
"806","Georgia",2019-11-16,3934,2019-11-09,23917,4353840,0.55
"807","Georgia",2019-11-23,5780,2019-11-16,24461,4353840,0.56
"808","Georgia",2019-11-30,3961,2019-11-23,21522,4353840,0.49
"809","Georgia",2019-12-07,9592,2019-11-30,31239,4353840,0.72
"810","Georgia",2019-12-14,6595,2019-12-07,26358,4353840,0.61
"811","Georgia",2019-12-21,4885,2019-12-14,25133,4353840,0.58
"812","Georgia",2019-12-28,4131,2019-12-21,24259,4353840,0.56
"813","Georgia",2020-01-04,17060,2019-12-28,38704,4353840,0.89
"814","Georgia",2020-01-11,17962,2020-01-04,47482,4373059,1.09
"815","Georgia",2020-01-18,8161,2020-01-11,32079,4373059,0.73
"816","Georgia",2020-01-25,5257,2020-01-18,28998,4373059,0.66
"817","Georgia",2020-02-01,5199,2020-01-25,28332,4373059,0.65
"818","Georgia",2020-02-08,5577,2020-02-01,26984,4373059,0.62
"819","Georgia",2020-02-15,6277,2020-02-08,27317,4373059,0.62
"820","Georgia",2020-02-22,5030,2020-02-15,26963,4373059,0.62
"821","Georgia",2020-02-29,5538,2020-02-22,26958,4373059,0.62
"822","Georgia",2020-03-07,4569,2020-02-29,25079,4373059,0.57
"823","Georgia",2020-03-14,5445,2020-03-07,25352,4373059,0.58
"824","Georgia",2020-03-21,12140,2020-03-14,27507,4373059,0.63
"825","Georgia",2020-03-28,133820,2020-03-21,107877,4373059,2.47
"826","Georgia",2020-04-04,390132,2020-03-28,360077,4373059,8.23
"827","Georgia",2020-04-11,319581,2020-04-04,595418,4388404,13.57
"828","Georgia",2020-04-18,247003,2020-04-11,611889,4388404,13.94
"829","Georgia",2020-04-25,266565,2020-04-18,758856,4388404,17.29
"830","Georgia",2020-05-02,228352,2020-04-25,885764,4388404,20.18
"831","Georgia",2020-05-09,242772,2020-05-02,812913,4388404,18.52
"832","Georgia",2020-05-16,177731,2020-05-09,790178,4388404,18.01
"833","Georgia",2020-05-23,165499,2020-05-16,731762,4388404,16.67
"834","Georgia",2020-05-30,149163,2020-05-23,754833,4388404,17.2
"835","Georgia",2020-06-06,135254,2020-05-30,698154,4388404,15.91
"836","Georgia",2020-06-13,131997,2020-06-06,682501,4388404,15.55
"837","Hawaii",2019-01-05,1903,2018-12-29,5233,620087,0.84
"838","Hawaii",2019-01-12,1720,2019-01-05,7979,621166,1.28
"839","Hawaii",2019-01-19,1203,2019-01-12,7278,621166,1.17
"840","Hawaii",2019-01-26,1084,2019-01-19,6967,621166,1.12
"841","Hawaii",2019-02-02,1283,2019-01-26,6936,621166,1.12
"842","Hawaii",2019-02-09,1171,2019-02-02,6894,621166,1.11
"843","Hawaii",2019-02-16,1154,2019-02-09,6743,621166,1.09
"844","Hawaii",2019-02-23,1196,2019-02-16,6901,621166,1.11
"845","Hawaii",2019-03-02,1278,2019-02-23,6900,621166,1.11
"846","Hawaii",2019-03-09,1133,2019-03-02,6661,621166,1.07
"847","Hawaii",2019-03-16,1155,2019-03-09,6602,621166,1.06
"848","Hawaii",2019-03-23,1055,2019-03-16,6552,621166,1.05
"849","Hawaii",2019-03-30,1249,2019-03-23,6646,621166,1.07
"850","Hawaii",2019-04-06,1285,2019-03-30,6624,621166,1.07
"851","Hawaii",2019-04-13,1128,2019-04-06,6579,621965,1.06
"852","Hawaii",2019-04-20,989,2019-04-13,6301,621965,1.01
"853","Hawaii",2019-04-27,1274,2019-04-20,6605,621965,1.06
"854","Hawaii",2019-05-04,1120,2019-04-27,6513,621965,1.05
"855","Hawaii",2019-05-11,1229,2019-05-04,6645,621965,1.07
"856","Hawaii",2019-05-18,1242,2019-05-11,6690,621965,1.08
"857","Hawaii",2019-05-25,1203,2019-05-18,6824,621965,1.1
"858","Hawaii",2019-06-01,994,2019-05-25,6553,621965,1.05
"859","Hawaii",2019-06-08,1571,2019-06-01,6940,621965,1.12
"860","Hawaii",2019-06-15,1303,2019-06-08,7170,621965,1.15
"861","Hawaii",2019-06-22,1280,2019-06-15,7289,621965,1.17
"862","Hawaii",2019-06-29,1086,2019-06-22,6957,621965,1.12
"863","Hawaii",2019-07-06,1439,2019-06-29,7451,621965,1.2
"864","Hawaii",2019-07-13,1320,2019-07-06,7322,622901,1.18
"865","Hawaii",2019-07-20,1068,2019-07-13,7233,622901,1.16
"866","Hawaii",2019-07-27,1062,2019-07-20,6835,622901,1.1
"867","Hawaii",2019-08-03,1136,2019-07-27,6855,622901,1.1
"868","Hawaii",2019-08-10,1217,2019-08-03,6698,622901,1.08
"869","Hawaii",2019-08-17,1011,2019-08-10,6377,622901,1.02
"870","Hawaii",2019-08-24,1136,2019-08-17,6546,622901,1.05
"871","Hawaii",2019-08-31,1058,2019-08-24,6319,622901,1.01
"872","Hawaii",2019-09-07,1080,2019-08-31,6359,622901,1.02
"873","Hawaii",2019-09-14,1141,2019-09-07,6324,622901,1.02
"874","Hawaii",2019-09-21,936,2019-09-14,6318,622901,1.01
"875","Hawaii",2019-09-28,1033,2019-09-21,5893,622901,0.95
"876","Hawaii",2019-10-05,1268,2019-09-28,6019,622901,0.97
"877","Hawaii",2019-10-12,1150,2019-10-05,5910,623074,0.95
"878","Hawaii",2019-10-19,1298,2019-10-12,6306,623074,1.01
"879","Hawaii",2019-10-26,1123,2019-10-19,5704,623074,0.92
"880","Hawaii",2019-11-02,955,2019-10-26,5863,623074,0.94
"881","Hawaii",2019-11-09,1131,2019-11-02,5764,623074,0.93
"882","Hawaii",2019-11-16,976,2019-11-09,5805,623074,0.93
"883","Hawaii",2019-11-23,1120,2019-11-16,5779,623074,0.93
"884","Hawaii",2019-11-30,963,2019-11-23,5916,623074,0.95
"885","Hawaii",2019-12-07,1435,2019-11-30,6199,623074,0.99
"886","Hawaii",2019-12-14,1052,2019-12-07,5903,623074,0.95
"887","Hawaii",2019-12-21,1110,2019-12-14,5693,623074,0.91
"888","Hawaii",2019-12-28,1245,2019-12-21,5767,623074,0.93
"889","Hawaii",2020-01-04,1825,2019-12-28,6813,623074,1.09
"890","Hawaii",2020-01-11,1826,2020-01-04,7849,621949,1.26
"891","Hawaii",2020-01-18,1234,2020-01-11,6623,621949,1.06
"892","Hawaii",2020-01-25,1014,2020-01-18,6407,621949,1.03
"893","Hawaii",2020-02-01,1135,2020-01-25,6070,621949,0.98
"894","Hawaii",2020-02-08,1137,2020-02-01,6205,621949,1
"895","Hawaii",2020-02-15,1199,2020-02-08,6121,621949,0.98
"896","Hawaii",2020-02-22,1020,2020-02-15,6223,621949,1
"897","Hawaii",2020-02-29,1049,2020-02-22,5951,621949,0.96
"898","Hawaii",2020-03-07,1275,2020-02-29,6047,621949,0.97
"899","Hawaii",2020-03-14,1589,2020-03-07,6204,621949,1
"900","Hawaii",2020-03-21,8817,2020-03-14,6477,621949,1.04
"901","Hawaii",2020-03-28,48596,2020-03-21,10997,621949,1.77
"902","Hawaii",2020-04-04,53102,2020-03-28,32226,621949,5.18
"903","Hawaii",2020-04-11,34717,2020-04-04,48305,621474,7.77
"904","Hawaii",2020-04-18,26591,2020-04-11,72261,621474,11.63
"905","Hawaii",2020-04-25,22496,2020-04-18,68637,621474,11.04
"906","Hawaii",2020-05-02,15177,2020-04-25,88110,621474,14.18
"907","Hawaii",2020-05-09,12329,2020-05-02,110922,621474,17.85
"908","Hawaii",2020-05-16,10964,2020-05-09,145711,621474,23.45
"909","Hawaii",2020-05-23,9140,2020-05-16,128086,621474,20.61
"910","Hawaii",2020-05-30,7702,2020-05-23,124939,621474,20.1
"911","Hawaii",2020-06-06,7338,2020-05-30,125565,621474,20.2
"912","Hawaii",2020-06-13,7248,2020-06-06,114111,621474,18.36
"913","Idaho",2019-01-05,2328,2018-12-29,11690,700263,1.67
"914","Idaho",2019-01-12,2533,2019-01-05,11931,705966,1.69
"915","Idaho",2019-01-19,1833,2019-01-12,11276,705966,1.6
"916","Idaho",2019-01-26,1426,2019-01-19,11417,705966,1.62
"917","Idaho",2019-02-02,1451,2019-01-26,11404,705966,1.62
"918","Idaho",2019-02-09,1530,2019-02-02,11124,705966,1.58
"919","Idaho",2019-02-16,1461,2019-02-09,11236,705966,1.59
"920","Idaho",2019-02-23,1419,2019-02-16,11234,705966,1.59
"921","Idaho",2019-03-02,1325,2019-02-23,11217,705966,1.59
"922","Idaho",2019-03-09,1157,2019-03-02,10833,705966,1.53
"923","Idaho",2019-03-16,1043,2019-03-09,9697,705966,1.37
"924","Idaho",2019-03-23,1104,2019-03-16,8666,705966,1.23
"925","Idaho",2019-03-30,1191,2019-03-23,8011,705966,1.13
"926","Idaho",2019-04-06,917,2019-03-30,7427,705966,1.05
"927","Idaho",2019-04-13,948,2019-04-06,6471,711825,0.91
"928","Idaho",2019-04-20,917,2019-04-13,6070,711825,0.85
"929","Idaho",2019-04-27,784,2019-04-20,5718,711825,0.8
"930","Idaho",2019-05-04,822,2019-04-27,5412,711825,0.76
"931","Idaho",2019-05-11,736,2019-05-04,5143,711825,0.72
"932","Idaho",2019-05-18,724,2019-05-11,4740,711825,0.67
"933","Idaho",2019-05-25,859,2019-05-18,4454,711825,0.63
"934","Idaho",2019-06-01,995,2019-05-25,4471,711825,0.63
"935","Idaho",2019-06-08,988,2019-06-01,4555,711825,0.64
"936","Idaho",2019-06-15,834,2019-06-08,4536,711825,0.64
"937","Idaho",2019-06-22,740,2019-06-15,4621,711825,0.65
"938","Idaho",2019-06-29,866,2019-06-22,4668,711825,0.66
"939","Idaho",2019-07-06,1083,2019-06-29,4676,711825,0.66
"940","Idaho",2019-07-13,772,2019-07-06,5209,717744,0.73
"941","Idaho",2019-07-20,649,2019-07-13,5005,717744,0.7
"942","Idaho",2019-07-27,649,2019-07-20,5103,717744,0.71
"943","Idaho",2019-08-03,643,2019-07-27,4663,717744,0.65
"944","Idaho",2019-08-10,742,2019-08-03,4671,717744,0.65
"945","Idaho",2019-08-17,755,2019-08-10,4551,717744,0.63
"946","Idaho",2019-08-24,701,2019-08-17,4404,717744,0.61
"947","Idaho",2019-08-31,700,2019-08-24,4245,717744,0.59
"948","Idaho",2019-09-07,733,2019-08-31,3881,717744,0.54
"949","Idaho",2019-09-14,637,2019-09-07,3584,717744,0.5
"950","Idaho",2019-09-21,661,2019-09-14,3432,717744,0.48
"951","Idaho",2019-09-28,654,2019-09-21,3376,717744,0.47
"952","Idaho",2019-10-05,712,2019-09-28,3418,717744,0.48
"953","Idaho",2019-10-12,826,2019-10-05,3540,722812,0.49
"954","Idaho",2019-10-19,883,2019-10-12,3525,722812,0.49
"955","Idaho",2019-10-26,887,2019-10-19,3646,722812,0.5
"956","Idaho",2019-11-02,966,2019-10-26,3790,722812,0.52
"957","Idaho",2019-11-09,1289,2019-11-02,3995,722812,0.55
"958","Idaho",2019-11-16,1255,2019-11-09,4331,722812,0.6
"959","Idaho",2019-11-23,1197,2019-11-16,4590,722812,0.64
"960","Idaho",2019-11-30,1567,2019-11-23,5014,722812,0.69
"961","Idaho",2019-12-07,2274,2019-11-30,5488,722812,0.76
"962","Idaho",2019-12-14,2462,2019-12-07,7019,722812,0.97
"963","Idaho",2019-12-21,1972,2019-12-14,7357,722812,1.02
"964","Idaho",2019-12-28,2191,2019-12-21,8072,722812,1.12
"965","Idaho",2020-01-04,2957,2019-12-28,8854,722812,1.22
"966","Idaho",2020-01-11,2131,2020-01-04,11483,727996,1.58
"967","Idaho",2020-01-18,2172,2020-01-11,11931,727996,1.64
"968","Idaho",2020-01-25,1821,2020-01-18,11833,727996,1.63
"969","Idaho",2020-02-01,1446,2020-01-25,11337,727996,1.56
"970","Idaho",2020-02-08,1443,2020-02-01,11389,727996,1.56
"971","Idaho",2020-02-15,1356,2020-02-08,11334,727996,1.56
"972","Idaho",2020-02-22,1114,2020-02-15,11275,727996,1.55
"973","Idaho",2020-02-29,998,2020-02-22,10587,727996,1.45
"974","Idaho",2020-03-07,938,2020-02-29,10167,727996,1.4
"975","Idaho",2020-03-14,1031,2020-03-07,9336,727996,1.28
"976","Idaho",2020-03-21,13586,2020-03-14,7869,727996,1.08
"977","Idaho",2020-03-28,32941,2020-03-21,15523,727996,2.13
"978","Idaho",2020-04-04,30904,2020-03-28,35915,727996,4.93
"979","Idaho",2020-04-11,18531,2020-04-04,59139,733499,8.06
"980","Idaho",2020-04-18,13023,2020-04-11,67722,733499,9.23
"981","Idaho",2020-04-25,8827,2020-04-18,71416,733499,9.74
"982","Idaho",2020-05-02,7495,2020-04-25,71794,733499,9.79
"983","Idaho",2020-05-09,5795,2020-05-02,65478,733499,8.93
"984","Idaho",2020-05-16,5800,2020-05-09,60121,733499,8.2
"985","Idaho",2020-05-23,4727,2020-05-16,56692,733499,7.73
"986","Idaho",2020-05-30,3646,2020-05-23,51035,733499,6.96
"987","Idaho",2020-06-06,3953,2020-05-30,47779,733499,6.51
"988","Idaho",2020-06-13,3631,2020-06-06,36764,733499,5.01
"989","Illinois",2019-01-05,11838,2018-12-29,117562,5879922,2
"990","Illinois",2019-01-12,12561,2019-01-05,136601,5879922,2.32
"991","Illinois",2019-01-19,11347,2019-01-12,129588,5879922,2.2
"992","Illinois",2019-01-26,10695,2019-01-19,131817,5879922,2.24
"993","Illinois",2019-02-02,10755,2019-01-26,131871,5879922,2.24
"994","Illinois",2019-02-09,9340,2019-02-02,135768,5879922,2.31
"995","Illinois",2019-02-16,7520,2019-02-09,135273,5879922,2.3
"996","Illinois",2019-02-23,7446,2019-02-16,134364,5879922,2.29
"997","Illinois",2019-03-02,8005,2019-02-23,129924,5879922,2.21
"998","Illinois",2019-03-09,11573,2019-03-02,129116,5879922,2.2
"999","Illinois",2019-03-16,7987,2019-03-09,125462,5879922,2.13
"1000","Illinois",2019-03-23,7933,2019-03-16,131314,5879922,2.23
"1001","Illinois",2019-03-30,9230,2019-03-23,119434,5879922,2.03
"1002","Illinois",2019-04-06,8876,2019-03-30,119157,5879922,2.03
"1003","Illinois",2019-04-13,7728,2019-04-06,110245,5892968,1.87
"1004","Illinois",2019-04-20,8141,2019-04-13,105530,5892968,1.79
"1005","Illinois",2019-04-27,7310,2019-04-20,93622,5892968,1.59
"1006","Illinois",2019-05-04,9320,2019-04-27,95884,5892968,1.63
"1007","Illinois",2019-05-11,8836,2019-05-04,86531,5892968,1.47
"1008","Illinois",2019-05-18,7382,2019-05-11,91243,5892968,1.55
"1009","Illinois",2019-05-25,7666,2019-05-18,84526,5892968,1.43
"1010","Illinois",2019-06-01,8551,2019-05-25,83430,5892968,1.42
"1011","Illinois",2019-06-08,10583,2019-06-01,82329,5892968,1.4
"1012","Illinois",2019-06-15,8838,2019-06-08,84805,5892968,1.44
"1013","Illinois",2019-06-22,8100,2019-06-15,87646,5892968,1.49
"1014","Illinois",2019-06-29,8038,2019-06-22,86622,5892968,1.47
"1015","Illinois",2019-07-06,9137,2019-06-29,86321,5892968,1.46
"1016","Illinois",2019-07-13,7249,2019-07-06,85669,5895016,1.45
"1017","Illinois",2019-07-20,7986,2019-07-13,93884,5895016,1.59
"1018","Illinois",2019-07-27,10355,2019-07-20,88602,5895016,1.5
"1019","Illinois",2019-08-03,7546,2019-07-27,90901,5895016,1.54
"1020","Illinois",2019-08-10,7209,2019-08-03,94060,5895016,1.6
"1021","Illinois",2019-08-17,6991,2019-08-10,88531,5895016,1.5
"1022","Illinois",2019-08-24,7376,2019-08-17,85032,5895016,1.44
"1023","Illinois",2019-08-31,11104,2019-08-24,83897,5895016,1.42
"1024","Illinois",2019-09-07,7180,2019-08-31,77872,5895016,1.32
"1025","Illinois",2019-09-14,6614,2019-09-07,86352,5895016,1.46
"1026","Illinois",2019-09-21,6538,2019-09-14,76349,5895016,1.3
"1027","Illinois",2019-09-28,6793,2019-09-21,74877,5895016,1.27
"1028","Illinois",2019-10-05,8465,2019-09-28,72490,5895016,1.23
"1029","Illinois",2019-10-12,7543,2019-10-05,73458,5902475,1.24
"1030","Illinois",2019-10-19,7551,2019-10-12,75028,5902475,1.27
"1031","Illinois",2019-10-26,8307,2019-10-19,75332,5902475,1.28
"1032","Illinois",2019-11-02,10705,2019-10-26,75398,5902475,1.28
"1033","Illinois",2019-11-09,11015,2019-11-02,78200,5902475,1.32
"1034","Illinois",2019-11-16,13989,2019-11-09,80616,5902475,1.37
"1035","Illinois",2019-11-23,11266,2019-11-16,85441,5902475,1.45
"1036","Illinois",2019-11-30,10233,2019-11-23,90255,5902475,1.53
"1037","Illinois",2019-12-07,14798,2019-11-30,95414,5902475,1.62
"1038","Illinois",2019-12-14,15076,2019-12-07,99001,5902475,1.68
"1039","Illinois",2019-12-21,16669,2019-12-14,107512,5902475,1.82
"1040","Illinois",2019-12-28,16537,2019-12-21,109102,5902475,1.85
"1041","Illinois",2020-01-04,11779,2019-12-28,125348,5902475,2.12
"1042","Illinois",2020-01-11,12703,2020-01-04,136523,5910898,2.31
"1043","Illinois",2020-01-18,14807,2020-01-11,133967,5910898,2.27
"1044","Illinois",2020-01-25,9762,2020-01-18,131469,5910898,2.22
"1045","Illinois",2020-02-01,9343,2020-01-25,143239,5910898,2.42
"1046","Illinois",2020-02-08,9794,2020-02-01,130900,5910898,2.21
"1047","Illinois",2020-02-15,8045,2020-02-08,133765,5910898,2.26
"1048","Illinois",2020-02-22,11812,2020-02-15,131171,5910898,2.22
"1049","Illinois",2020-02-29,8980,2020-02-22,132123,5910898,2.24
"1050","Illinois",2020-03-07,8727,2020-02-29,136396,5910898,2.31
"1051","Illinois",2020-03-14,11305,2020-03-07,130293,5910898,2.2
"1052","Illinois",2020-03-21,126716,2020-03-14,125422,5910898,2.12
"1053","Illinois",2020-03-28,185575,2020-03-21,132058,5910898,2.23
"1054","Illinois",2020-04-04,202157,2020-03-28,263018,5910898,4.45
"1055","Illinois",2020-04-11,140787,2020-04-04,452826,5914575,7.66
"1056","Illinois",2020-04-18,118996,2020-04-11,569200,5914575,9.62
"1057","Illinois",2020-04-25,101322,2020-04-18,681002,5914575,11.51
"1058","Illinois",2020-05-02,74476,2020-04-25,695971,5914575,11.77
"1059","Illinois",2020-05-09,72671,2020-05-02,755912,5914575,12.78
"1060","Illinois",2020-05-16,72780,2020-05-09,733542,5914575,12.4
"1061","Illinois",2020-05-23,58263,2020-05-16,762367,5914575,12.89
"1062","Illinois",2020-05-30,46385,2020-05-23,719779,5914575,12.17
"1063","Illinois",2020-06-06,44606,2020-05-30,741738,5914575,12.54
"1064","Illinois",2020-06-13,44694,2020-06-06,710279,5914575,12.01
"1065","Indiana",2019-01-05,4578,2018-12-29,19267,2998303,0.64
"1066","Indiana",2019-01-12,4835,2019-01-05,20110,3005853,0.67
"1067","Indiana",2019-01-19,3840,2019-01-12,19918,3005853,0.66
"1068","Indiana",2019-01-26,3467,2019-01-19,20599,3005853,0.69
"1069","Indiana",2019-02-02,3317,2019-01-26,20753,3005853,0.69
"1070","Indiana",2019-02-09,3462,2019-02-02,23149,3005853,0.77
"1071","Indiana",2019-02-16,2441,2019-02-09,22293,3005853,0.74
"1072","Indiana",2019-02-23,2367,2019-02-16,22075,3005853,0.73
"1073","Indiana",2019-03-02,2423,2019-02-23,21253,3005853,0.71
"1074","Indiana",2019-03-09,2845,2019-03-02,20910,3005853,0.7
"1075","Indiana",2019-03-16,2088,2019-03-09,20682,3005853,0.69
"1076","Indiana",2019-03-23,2069,2019-03-16,19668,3005853,0.65
"1077","Indiana",2019-03-30,2033,2019-03-23,18100,3005853,0.6
"1078","Indiana",2019-04-06,3038,2019-03-30,18760,3005853,0.62
"1079","Indiana",2019-04-13,2370,2019-04-06,15723,3014893,0.52
"1080","Indiana",2019-04-20,2719,2019-04-13,16019,3014893,0.53
"1081","Indiana",2019-04-27,2200,2019-04-20,16047,3014893,0.53
"1082","Indiana",2019-05-04,2086,2019-04-27,13584,3014893,0.45
"1083","Indiana",2019-05-11,2049,2019-05-04,13502,3014893,0.45
"1084","Indiana",2019-05-18,2009,2019-05-11,13278,3014893,0.44
"1085","Indiana",2019-05-25,1905,2019-05-18,13336,3014893,0.44
"1086","Indiana",2019-06-01,2101,2019-05-25,13170,3014893,0.44
"1087","Indiana",2019-06-08,2821,2019-06-01,13854,3014893,0.46
"1088","Indiana",2019-06-15,2120,2019-06-08,13273,3014893,0.44
"1089","Indiana",2019-06-22,1960,2019-06-15,13321,3014893,0.44
"1090","Indiana",2019-06-29,2225,2019-06-22,13105,3014893,0.43
"1091","Indiana",2019-07-06,2090,2019-06-29,12945,3014893,0.43
"1092","Indiana",2019-07-13,3527,2019-07-06,13592,3022665,0.45
"1093","Indiana",2019-07-20,2283,2019-07-13,13902,3022665,0.46
"1094","Indiana",2019-07-27,2051,2019-07-20,13393,3022665,0.44
"1095","Indiana",2019-08-03,2129,2019-07-27,13247,3022665,0.44
"1096","Indiana",2019-08-10,2518,2019-08-03,13823,3022665,0.46
"1097","Indiana",2019-08-17,2043,2019-08-10,13427,3022665,0.44
"1098","Indiana",2019-08-24,1989,2019-08-17,13161,3022665,0.44
"1099","Indiana",2019-08-31,1979,2019-08-24,13207,3022665,0.44
"1100","Indiana",2019-09-07,1986,2019-08-31,12948,3022665,0.43
"1101","Indiana",2019-09-14,2001,2019-09-07,13126,3022665,0.43
"1102","Indiana",2019-09-21,2797,2019-09-14,12826,3022665,0.42
"1103","Indiana",2019-09-28,2319,2019-09-21,12951,3022665,0.43
"1104","Indiana",2019-10-05,2672,2019-09-28,13636,3022665,0.45
"1105","Indiana",2019-10-12,2749,2019-10-05,13394,3034091,0.44
"1106","Indiana",2019-10-19,2116,2019-10-12,13234,3034091,0.44
"1107","Indiana",2019-10-26,2138,2019-10-19,13667,3034091,0.45
"1108","Indiana",2019-11-02,2381,2019-10-26,13749,3034091,0.45
"1109","Indiana",2019-11-09,3064,2019-11-02,13582,3034091,0.45
"1110","Indiana",2019-11-16,2725,2019-11-09,13328,3034091,0.44
"1111","Indiana",2019-11-23,3053,2019-11-16,14219,3034091,0.47
"1112","Indiana",2019-11-30,2312,2019-11-23,13544,3034091,0.45
"1113","Indiana",2019-12-07,4033,2019-11-30,15473,3034091,0.51
"1114","Indiana",2019-12-14,3411,2019-12-07,15516,3034091,0.51
"1115","Indiana",2019-12-21,3911,2019-12-14,17011,3034091,0.56
"1116","Indiana",2019-12-28,3418,2019-12-21,17756,3034091,0.59
"1117","Indiana",2020-01-04,4434,2019-12-28,20062,3034091,0.66
"1118","Indiana",2020-01-11,4890,2020-01-04,21524,3039304,0.71
"1119","Indiana",2020-01-18,3741,2020-01-11,21626,3039304,0.71
"1120","Indiana",2020-01-25,2956,2020-01-18,21366,3039304,0.7
"1121","Indiana",2020-02-01,3016,2020-01-25,22017,3039304,0.72
"1122","Indiana",2020-02-08,2725,2020-02-01,22212,3039304,0.73
"1123","Indiana",2020-02-15,2556,2020-02-08,22352,3039304,0.74
"1124","Indiana",2020-02-22,2979,2020-02-15,22913,3039304,0.75
"1125","Indiana",2020-02-29,2276,2020-02-22,22994,3039304,0.76
"1126","Indiana",2020-03-07,2223,2020-02-29,22586,3039304,0.74
"1127","Indiana",2020-03-14,2596,2020-03-07,21473,3039304,0.71
"1128","Indiana",2020-03-21,59755,2020-03-14,20778,3039304,0.68
"1129","Indiana",2020-03-28,139174,2020-03-21,28987,3039304,0.95
"1130","Indiana",2020-04-04,127010,2020-03-28,71737,3039304,2.36
"1131","Indiana",2020-04-11,113755,2020-04-04,147583,3041986,4.85
"1132","Indiana",2020-04-18,72756,2020-04-11,206386,3041986,6.78
"1133","Indiana",2020-04-25,55774,2020-04-18,253929,3041986,8.35
"1134","Indiana",2020-05-02,42290,2020-04-25,271248,3041986,8.92
"1135","Indiana",2020-05-09,29668,2020-05-02,285460,3041986,9.38
