"","State","Filed.week.ended","Initial.Claims","Reflecting.Week.Ended","Continued.Claims","Covered.Employment","Insured.Unemployment.Rate"
"1136","Indiana",2020-05-16,29436,2020-05-09,270385,3041986,8.89
"1137","Indiana",2020-05-23,25523,2020-05-16,253536,3041986,8.33
"1138","Indiana",2020-05-30,22914,2020-05-23,233869,3041986,7.69
"1139","Indiana",2020-06-06,22931,2020-05-30,221056,3041986,7.27
"1140","Indiana",2020-06-13,24017,2020-06-06,211255,3041986,6.94
"1141","Iowa",2019-01-05,4300,2018-12-29,31173,1519868,2.05
"1142","Iowa",2019-01-12,4395,2019-01-05,30334,1520724,1.99
"1143","Iowa",2019-01-19,3127,2019-01-12,29093,1520724,1.91
"1144","Iowa",2019-01-26,3728,2019-01-19,29509,1520724,1.94
"1145","Iowa",2019-02-02,4142,2019-01-26,31177,1520724,2.05
"1146","Iowa",2019-02-09,2679,2019-02-02,33539,1520724,2.21
"1147","Iowa",2019-02-16,1983,2019-02-09,31633,1520724,2.08
"1148","Iowa",2019-02-23,2179,2019-02-16,31257,1520724,2.06
"1149","Iowa",2019-03-02,2309,2019-02-23,30786,1520724,2.02
"1150","Iowa",2019-03-09,2232,2019-03-02,30964,1520724,2.04
"1151","Iowa",2019-03-16,2348,2019-03-09,30334,1520724,1.99
"1152","Iowa",2019-03-23,2272,2019-03-16,29330,1520724,1.93
"1153","Iowa",2019-03-30,1882,2019-03-23,26969,1520724,1.77
"1154","Iowa",2019-04-06,1780,2019-03-30,23639,1520724,1.55
"1155","Iowa",2019-04-13,1836,2019-04-06,20317,1523830,1.33
"1156","Iowa",2019-04-20,1823,2019-04-13,18430,1523830,1.21
"1157","Iowa",2019-04-27,1997,2019-04-20,15793,1523830,1.04
"1158","Iowa",2019-05-04,2673,2019-04-27,14645,1523830,0.96
"1159","Iowa",2019-05-11,2204,2019-05-04,15317,1523830,1.01
"1160","Iowa",2019-05-18,1959,2019-05-11,14100,1523830,0.93
"1161","Iowa",2019-05-25,2128,2019-05-18,13501,1523830,0.89
"1162","Iowa",2019-06-01,2195,2019-05-25,13632,1523830,0.89
"1163","Iowa",2019-06-08,2569,2019-06-01,13691,1523830,0.9
"1164","Iowa",2019-06-15,2120,2019-06-08,13729,1523830,0.9
"1165","Iowa",2019-06-22,1781,2019-06-15,14233,1523830,0.93
"1166","Iowa",2019-06-29,2123,2019-06-22,14086,1523830,0.92
"1167","Iowa",2019-07-06,3307,2019-06-29,14360,1523830,0.94
"1168","Iowa",2019-07-13,2635,2019-07-06,16194,1526417,1.06
"1169","Iowa",2019-07-20,1835,2019-07-13,14970,1526417,0.98
"1170","Iowa",2019-07-27,2380,2019-07-20,14469,1526417,0.95
"1171","Iowa",2019-08-03,2271,2019-07-27,14969,1526417,0.98
"1172","Iowa",2019-08-10,2349,2019-08-03,15309,1526417,1
"1173","Iowa",2019-08-17,1805,2019-08-10,15306,1526417,1
"1174","Iowa",2019-08-24,2099,2019-08-17,14682,1526417,0.96
"1175","Iowa",2019-08-31,1769,2019-08-24,14008,1526417,0.92
"1176","Iowa",2019-09-07,1787,2019-08-31,12711,1526417,0.83
"1177","Iowa",2019-09-14,1692,2019-09-07,12305,1526417,0.81
"1178","Iowa",2019-09-21,1738,2019-09-14,12103,1526417,0.79
"1179","Iowa",2019-09-28,2245,2019-09-21,12051,1526417,0.79
"1180","Iowa",2019-10-05,2228,2019-09-28,12539,1526417,0.82
"1181","Iowa",2019-10-12,2117,2019-10-05,12665,1529213,0.83
"1182","Iowa",2019-10-19,2296,2019-10-12,12359,1529213,0.81
"1183","Iowa",2019-10-26,2945,2019-10-19,12635,1529213,0.83
"1184","Iowa",2019-11-02,2851,2019-10-26,13551,1529213,0.89
"1185","Iowa",2019-11-09,2927,2019-11-02,14055,1529213,0.92
"1186","Iowa",2019-11-16,4579,2019-11-09,13285,1529213,0.87
"1187","Iowa",2019-11-23,3794,2019-11-16,15608,1529213,1.02
"1188","Iowa",2019-11-30,4988,2019-11-23,15536,1529213,1.02
"1189","Iowa",2019-12-07,5531,2019-11-30,20394,1529213,1.33
"1190","Iowa",2019-12-14,4934,2019-12-07,20080,1529213,1.31
"1191","Iowa",2019-12-21,7357,2019-12-14,22119,1529213,1.45
"1192","Iowa",2019-12-28,10338,2019-12-21,25963,1529213,1.7
"1193","Iowa",2020-01-04,4586,2019-12-28,34549,1529213,2.26
"1194","Iowa",2020-01-11,4836,2020-01-04,34540,1530920,2.26
"1195","Iowa",2020-01-18,3615,2020-01-11,29625,1530920,1.94
"1196","Iowa",2020-01-25,3115,2020-01-18,30369,1530920,1.98
"1197","Iowa",2020-02-01,3066,2020-01-25,30890,1530920,2.02
"1198","Iowa",2020-02-08,2379,2020-02-01,30789,1530920,2.01
"1199","Iowa",2020-02-15,2239,2020-02-08,30799,1530920,2.01
"1200","Iowa",2020-02-22,2631,2020-02-15,30741,1530920,2.01
"1201","Iowa",2020-02-29,2240,2020-02-22,30516,1530920,1.99
"1202","Iowa",2020-03-07,2221,2020-02-29,29424,1530920,1.92
"1203","Iowa",2020-03-14,2229,2020-03-07,27816,1530920,1.82
"1204","Iowa",2020-03-21,40952,2020-03-14,26496,1530920,1.73
"1205","Iowa",2020-03-28,55966,2020-03-21,53650,1530920,3.5
"1206","Iowa",2020-04-04,64194,2020-03-28,91631,1530920,5.99
"1207","Iowa",2020-04-11,43889,2020-04-04,127332,1531621,8.31
"1208","Iowa",2020-04-18,26901,2020-04-11,150445,1531621,9.82
"1209","Iowa",2020-04-25,27220,2020-04-18,168971,1531621,11.03
"1210","Iowa",2020-05-02,23241,2020-04-25,179610,1531621,11.73
"1211","Iowa",2020-05-09,15820,2020-05-02,189643,1531621,12.38
"1212","Iowa",2020-05-16,12056,2020-05-09,184641,1531621,12.06
"1213","Iowa",2020-05-23,13723,2020-05-16,178559,1531621,11.66
"1214","Iowa",2020-05-30,6449,2020-05-23,162562,1531621,10.61
"1215","Iowa",2020-06-06,9488,2020-05-30,158268,1531621,10.33
"1216","Iowa",2020-06-13,9069,2020-06-06,152739,1531621,9.97
"1217","Kansas",2019-01-05,2185,2018-12-29,11601,1347587,0.86
"1218","Kansas",2019-01-12,2165,2019-01-05,11583,1351006,0.86
"1219","Kansas",2019-01-19,2795,2019-01-12,10975,1351006,0.81
"1220","Kansas",2019-01-26,2501,2019-01-19,12051,1351006,0.89
"1221","Kansas",2019-02-02,1917,2019-01-26,12743,1351006,0.94
"1222","Kansas",2019-02-09,1766,2019-02-02,12281,1351006,0.91
"1223","Kansas",2019-02-16,1610,2019-02-09,12274,1351006,0.91
"1224","Kansas",2019-02-23,1803,2019-02-16,11800,1351006,0.87
"1225","Kansas",2019-03-02,1709,2019-02-23,12141,1351006,0.9
"1226","Kansas",2019-03-09,1583,2019-03-02,11479,1351006,0.85
"1227","Kansas",2019-03-16,1648,2019-03-09,11193,1351006,0.83
"1228","Kansas",2019-03-23,1271,2019-03-16,10886,1351006,0.81
"1229","Kansas",2019-03-30,1490,2019-03-23,9195,1351006,0.68
"1230","Kansas",2019-04-06,1357,2019-03-30,8643,1351006,0.64
"1231","Kansas",2019-04-13,1298,2019-04-06,7999,1354497,0.59
"1232","Kansas",2019-04-20,1167,2019-04-13,7767,1354498,0.57
"1233","Kansas",2019-04-27,1271,2019-04-20,7649,1354497,0.56
"1234","Kansas",2019-05-04,2025,2019-04-27,7589,1354497,0.56
"1235","Kansas",2019-05-11,1546,2019-05-04,8253,1354497,0.61
"1236","Kansas",2019-05-18,1402,2019-05-11,8083,1354497,0.6
"1237","Kansas",2019-05-25,2024,2019-05-18,7711,1354497,0.57
"1238","Kansas",2019-06-01,1533,2019-05-25,8257,1354497,0.61
"1239","Kansas",2019-06-08,1512,2019-06-01,8110,1354497,0.6
"1240","Kansas",2019-06-15,1436,2019-06-08,7857,1354497,0.58
"1241","Kansas",2019-06-22,1292,2019-06-15,8149,1354497,0.6
"1242","Kansas",2019-06-29,1516,2019-06-22,7871,1354497,0.58
"1243","Kansas",2019-07-06,2419,2019-06-29,7914,1354497,0.58
"1244","Kansas",2019-07-13,2657,2019-07-06,8316,1357246,0.61
"1245","Kansas",2019-07-20,1366,2019-07-13,9472,1357246,0.7
"1246","Kansas",2019-07-27,1360,2019-07-20,9308,1357246,0.69
"1247","Kansas",2019-08-03,1398,2019-07-27,8779,1357246,0.65
"1248","Kansas",2019-08-10,1325,2019-08-03,8500,1357246,0.63
"1249","Kansas",2019-08-17,1172,2019-08-10,8222,1357246,0.61
"1250","Kansas",2019-08-24,1183,2019-08-17,7509,1357246,0.55
"1251","Kansas",2019-08-31,2166,2019-08-24,7473,1357246,0.55
"1252","Kansas",2019-09-07,1289,2019-08-31,7639,1357246,0.56
"1253","Kansas",2019-09-14,1127,2019-09-07,7366,1357246,0.54
"1254","Kansas",2019-09-21,2602,2019-09-14,6843,1357246,0.5
"1255","Kansas",2019-09-28,1206,2019-09-21,7643,1357246,0.56
"1256","Kansas",2019-10-05,1318,2019-09-28,7417,1357246,0.55
"1257","Kansas",2019-10-12,1245,2019-10-05,7198,1359781,0.53
"1258","Kansas",2019-10-19,1132,2019-10-12,7269,1359781,0.53
"1259","Kansas",2019-10-26,1316,2019-10-19,7126,1359781,0.52
"1260","Kansas",2019-11-02,1346,2019-10-26,7279,1359781,0.54
"1261","Kansas",2019-11-09,1457,2019-11-02,7093,1359781,0.52
"1262","Kansas",2019-11-16,1413,2019-11-09,6982,1359781,0.51
"1263","Kansas",2019-11-23,1620,2019-11-16,7345,1359781,0.54
"1264","Kansas",2019-11-30,1236,2019-11-23,7258,1359781,0.53
"1265","Kansas",2019-12-07,2176,2019-11-30,8246,1359781,0.61
"1266","Kansas",2019-12-14,1825,2019-12-07,8077,1359781,0.59
"1267","Kansas",2019-12-21,3096,2019-12-14,8562,1359781,0.63
"1268","Kansas",2019-12-28,3059,2019-12-21,9525,1359781,0.7
"1269","Kansas",2020-01-04,2019,2019-12-28,11175,1359781,0.82
"1270","Kansas",2020-01-11,2140,2020-01-04,11431,1363114,0.84
"1271","Kansas",2020-01-18,2402,2020-01-11,10638,1363114,0.78
"1272","Kansas",2020-01-25,2557,2020-01-18,11182,1363114,0.82
"1273","Kansas",2020-02-01,2000,2020-01-25,12301,1363114,0.9
"1274","Kansas",2020-02-08,2107,2020-02-01,11809,1363114,0.87
"1275","Kansas",2020-02-15,2076,2020-02-08,11666,1363114,0.86
"1276","Kansas",2020-02-22,1494,2020-02-15,12003,1363114,0.88
"1277","Kansas",2020-02-29,1517,2020-02-22,11505,1363114,0.84
"1278","Kansas",2020-03-07,1365,2020-02-29,11003,1363115,0.81
"1279","Kansas",2020-03-14,1755,2020-03-07,9771,1363114,0.72
"1280","Kansas",2020-03-21,23563,2020-03-14,9973,1363114,0.73
"1281","Kansas",2020-03-28,54330,2020-03-21,17558,1363114,1.29
"1282","Kansas",2020-04-04,49306,2020-03-28,51425,1363114,3.77
"1283","Kansas",2020-04-11,29873,2020-04-04,78334,1364944,5.74
"1284","Kansas",2020-04-18,30596,2020-04-11,97478,1364944,7.14
"1285","Kansas",2020-04-25,24483,2020-04-18,119022,1364944,8.72
"1286","Kansas",2020-05-02,15959,2020-04-25,120701,1364944,8.84
"1287","Kansas",2020-05-09,12234,2020-05-02,117977,1364944,8.64
"1288","Kansas",2020-05-16,11238,2020-05-09,108565,1364944,7.95
"1289","Kansas",2020-05-23,11232,2020-05-16,104553,1364944,7.66
"1290","Kansas",2020-05-30,10028,2020-05-23,99948,1364944,7.32
"1291","Kansas",2020-06-06,8261,2020-05-30,91070,1364944,6.67
"1292","Kansas",2020-06-13,8287,2020-06-06,83881,1364944,6.15
"1293","Kentucky",2019-01-05,6377,2018-12-29,10142,1876412,0.54
"1294","Kentucky",2019-01-12,11344,2019-01-05,22486,1879936,1.2
"1295","Kentucky",2019-01-19,3084,2019-01-12,20298,1879936,1.08
"1296","Kentucky",2019-01-26,2949,2019-01-19,20960,1879936,1.11
"1297","Kentucky",2019-02-02,2673,2019-01-26,20801,1879936,1.11
"1298","Kentucky",2019-02-09,2381,2019-02-02,22688,1879936,1.21
"1299","Kentucky",2019-02-16,2344,2019-02-09,21514,1879936,1.14
"1300","Kentucky",2019-02-23,6831,2019-02-16,22762,1879936,1.21
"1301","Kentucky",2019-03-02,3714,2019-02-23,23662,1879936,1.26
"1302","Kentucky",2019-03-09,2046,2019-03-02,21175,1879936,1.13
"1303","Kentucky",2019-03-16,2105,2019-03-09,20145,1879936,1.07
"1304","Kentucky",2019-03-23,1957,2019-03-16,20317,1879936,1.08
"1305","Kentucky",2019-03-30,2168,2019-03-23,18417,1879936,0.98
"1306","Kentucky",2019-04-06,2774,2019-03-30,18087,1879936,0.96
"1307","Kentucky",2019-04-13,2108,2019-04-06,16778,1883260,0.89
"1308","Kentucky",2019-04-20,1983,2019-04-13,17427,1883260,0.93
"1309","Kentucky",2019-04-27,1716,2019-04-20,15765,1883260,0.84
"1310","Kentucky",2019-05-04,1938,2019-04-27,16169,1883260,0.86
"1311","Kentucky",2019-05-11,1709,2019-05-04,15342,1883260,0.81
"1312","Kentucky",2019-05-18,2272,2019-05-11,15678,1883260,0.83
"1313","Kentucky",2019-05-25,2638,2019-05-18,15638,1883260,0.83
"1314","Kentucky",2019-06-01,2403,2019-05-25,16305,1883260,0.87
"1315","Kentucky",2019-06-08,2201,2019-06-01,16309,1883260,0.87
"1316","Kentucky",2019-06-15,1936,2019-06-08,16535,1883260,0.88
"1317","Kentucky",2019-06-22,3086,2019-06-15,16608,1883260,0.88
"1318","Kentucky",2019-06-29,3555,2019-06-22,16599,1883260,0.88
"1319","Kentucky",2019-07-06,6070,2019-06-29,17838,1883260,0.95
"1320","Kentucky",2019-07-13,5442,2019-07-06,17861,1886070,0.95
"1321","Kentucky",2019-07-20,5388,2019-07-13,17747,1886070,0.94
"1322","Kentucky",2019-07-27,2042,2019-07-20,17985,1886070,0.95
"1323","Kentucky",2019-08-03,2034,2019-07-27,17628,1886070,0.93
"1324","Kentucky",2019-08-10,2457,2019-08-03,17397,1886070,0.92
"1325","Kentucky",2019-08-17,2235,2019-08-10,16820,1886070,0.89
"1326","Kentucky",2019-08-24,1974,2019-08-17,17311,1886070,0.92
"1327","Kentucky",2019-08-31,1842,2019-08-24,16720,1886070,0.89
"1328","Kentucky",2019-09-07,1788,2019-08-31,6623,1886070,0.35
"1329","Kentucky",2019-09-14,1875,2019-09-07,16422,1886070,0.87
"1330","Kentucky",2019-09-21,2236,2019-09-14,16015,1886070,0.85
"1331","Kentucky",2019-09-28,2373,2019-09-21,15505,1886070,0.82
"1332","Kentucky",2019-10-05,2421,2019-09-28,15963,1886070,0.85
"1333","Kentucky",2019-10-12,2636,2019-10-05,15643,1889353,0.83
"1334","Kentucky",2019-10-19,2359,2019-10-12,15598,1889353,0.83
"1335","Kentucky",2019-10-26,2143,2019-10-19,16216,1889353,0.86
"1336","Kentucky",2019-11-02,2056,2019-10-26,16702,1889353,0.88
"1337","Kentucky",2019-11-09,2352,2019-11-02,15722,1889353,0.83
"1338","Kentucky",2019-11-16,2273,2019-11-09,15979,1889353,0.85
"1339","Kentucky",2019-11-23,2972,2019-11-16,15599,1889353,0.83
"1340","Kentucky",2019-11-30,3187,2019-11-23,15003,1889353,0.79
"1341","Kentucky",2019-12-07,3593,2019-11-30,18823,1889353,1
"1342","Kentucky",2019-12-14,3663,2019-12-07,17264,1889353,0.91
"1343","Kentucky",2019-12-21,4603,2019-12-14,18879,1889353,1
"1344","Kentucky",2019-12-28,6211,2019-12-21,18489,1889353,0.98
"1345","Kentucky",2020-01-04,5175,2019-12-28,22515,1890475,1.19
"1346","Kentucky",2020-01-11,3968,2020-01-04,25124,1890475,1.33
"1347","Kentucky",2020-01-18,3084,2020-01-11,24066,1890475,1.27
"1348","Kentucky",2020-01-25,2569,2020-01-18,22874,1890475,1.21
"1349","Kentucky",2020-02-01,2625,2020-01-25,23219,1890475,1.23
"1350","Kentucky",2020-02-08,2936,2020-02-01,22937,1890475,1.21
"1351","Kentucky",2020-02-15,2813,2020-02-08,23076,1890475,1.22
"1352","Kentucky",2020-02-22,2508,2020-02-15,22623,1890475,1.2
"1353","Kentucky",2020-02-29,2223,2020-02-22,23733,1890475,1.26
"1354","Kentucky",2020-03-07,2463,2020-02-29,22770,1890475,1.2
"1355","Kentucky",2020-03-14,2785,2020-03-07,22940,1890475,1.21
"1356","Kentucky",2020-03-21,49023,2020-03-14,22328,1890475,1.18
"1357","Kentucky",2020-03-28,113149,2020-03-21,24361,1890475,1.29
"1358","Kentucky",2020-04-04,117575,2020-03-28,130151,1890475,6.88
"1359","Kentucky",2020-04-11,116277,2020-04-04,182097,1893451,9.62
"1360","Kentucky",2020-04-18,103981,2020-04-11,199030,1893451,10.51
"1361","Kentucky",2020-04-25,91223,2020-04-18,260792,1893451,13.77
"1362","Kentucky",2020-05-02,82435,2020-04-25,256317,1893451,13.54
"1363","Kentucky",2020-05-09,69372,2020-05-02,253250,1893451,13.38
"1364","Kentucky",2020-05-16,47321,2020-05-09,246865,1893451,13.04
"1365","Kentucky",2020-05-23,53738,2020-05-16,244342,1893451,12.9
"1366","Kentucky",2020-05-30,43013,2020-05-23,206005,1893451,10.88
"1367","Kentucky",2020-06-06,40733,2020-05-30,197702,1893451,10.44
"1368","Kentucky",2020-06-13,37650,2020-06-06,181169,1893451,9.57
"1369","Louisiana",2019-01-05,1826,2018-12-29,15954,1876044,0.85
"1370","Louisiana",2019-01-12,2580,2019-01-05,15999,1878839,0.85
"1371","Louisiana",2019-01-19,2222,2019-01-12,15851,1878839,0.84
"1372","Louisiana",2019-01-26,1759,2019-01-19,15866,1878839,0.84
"1373","Louisiana",2019-02-02,2062,2019-01-26,16467,1878839,0.88
"1374","Louisiana",2019-02-09,1971,2019-02-02,15730,1878839,0.84
"1375","Louisiana",2019-02-16,1672,2019-02-09,14607,1878839,0.78
"1376","Louisiana",2019-02-23,1784,2019-02-16,15317,1878839,0.82
"1377","Louisiana",2019-03-02,1674,2019-02-23,15535,1878839,0.83
"1378","Louisiana",2019-03-09,1584,2019-03-02,14565,1878839,0.78
"1379","Louisiana",2019-03-16,1661,2019-03-09,14268,1878839,0.76
"1380","Louisiana",2019-03-23,1619,2019-03-16,14074,1878839,0.75
"1381","Louisiana",2019-03-30,1666,2019-03-23,14283,1878839,0.76
"1382","Louisiana",2019-04-06,1656,2019-03-30,13668,1878839,0.73
"1383","Louisiana",2019-04-13,1887,2019-04-06,13414,1882518,0.71
"1384","Louisiana",2019-04-20,1593,2019-04-13,13218,1882518,0.7
"1385","Louisiana",2019-04-27,2030,2019-04-20,13136,1882518,0.7
"1386","Louisiana",2019-05-04,2009,2019-04-27,13841,1882518,0.74
"1387","Louisiana",2019-05-11,2028,2019-05-04,13409,1882518,0.71
"1388","Louisiana",2019-05-18,2296,2019-05-11,13389,1882518,0.71
"1389","Louisiana",2019-05-25,2742,2019-05-18,13528,1882518,0.72
"1390","Louisiana",2019-06-01,2800,2019-05-25,14745,1882518,0.78
"1391","Louisiana",2019-06-08,2818,2019-06-01,15358,1882518,0.82
"1392","Louisiana",2019-06-15,2372,2019-06-08,16384,1882518,0.87
"1393","Louisiana",2019-06-22,2238,2019-06-15,16630,1882518,0.88
"1394","Louisiana",2019-06-29,2206,2019-06-22,17617,1882518,0.94
"1395","Louisiana",2019-07-06,1844,2019-06-29,17097,1882518,0.91
"1396","Louisiana",2019-07-13,2410,2019-07-06,17408,1887439,0.92
"1397","Louisiana",2019-07-20,2349,2019-07-13,17688,1887439,0.94
"1398","Louisiana",2019-07-27,2022,2019-07-20,17740,1887439,0.94
"1399","Louisiana",2019-08-03,2126,2019-07-27,18179,1887439,0.96
"1400","Louisiana",2019-08-10,2081,2019-08-03,17513,1887439,0.93
"1401","Louisiana",2019-08-17,1994,2019-08-10,16787,1887439,0.89
"1402","Louisiana",2019-08-24,1972,2019-08-17,16141,1887439,0.86
"1403","Louisiana",2019-08-31,1881,2019-08-24,15678,1887439,0.83
"1404","Louisiana",2019-09-07,1683,2019-08-31,15215,1887439,0.81
"1405","Louisiana",2019-09-14,1806,2019-09-07,14792,1887439,0.78
"1406","Louisiana",2019-09-21,1653,2019-09-14,14515,1887439,0.77
"1407","Louisiana",2019-09-28,1612,2019-09-21,14054,1887439,0.74
"1408","Louisiana",2019-10-05,1961,2019-09-28,14153,1887439,0.75
"1409","Louisiana",2019-10-12,2069,2019-10-05,13420,1890973,0.71
"1410","Louisiana",2019-10-19,1792,2019-10-12,13383,1890973,0.71
"1411","Louisiana",2019-10-26,1867,2019-10-19,13445,1890973,0.71
"1412","Louisiana",2019-11-02,1762,2019-10-26,13852,1890973,0.73
"1413","Louisiana",2019-11-09,2272,2019-11-02,13410,1890973,0.71
"1414","Louisiana",2019-11-16,2102,2019-11-09,13675,1890973,0.72
"1415","Louisiana",2019-11-23,1903,2019-11-16,13955,1890973,0.74
"1416","Louisiana",2019-11-30,1507,2019-11-23,14451,1890973,0.76
"1417","Louisiana",2019-12-07,2448,2019-11-30,14563,1890973,0.77
"1418","Louisiana",2019-12-14,2227,2019-12-07,14705,1890973,0.78
"1419","Louisiana",2019-12-21,2218,2019-12-14,15358,1890973,0.81
"1420","Louisiana",2019-12-28,1469,2019-12-21,15270,1890973,0.81
"1421","Louisiana",2020-01-04,1658,2019-12-28,16553,1890973,0.88
"1422","Louisiana",2020-01-11,2521,2020-01-04,15957,1892522,0.84
"1423","Louisiana",2020-01-18,2008,2020-01-11,16076,1892522,0.85
"1424","Louisiana",2020-01-25,1878,2020-01-18,15500,1892522,0.82
"1425","Louisiana",2020-02-01,2058,2020-01-25,16189,1892522,0.86
"1426","Louisiana",2020-02-08,1805,2020-02-01,15051,1892522,0.8
"1427","Louisiana",2020-02-15,1739,2020-02-08,15057,1892522,0.8
"1428","Louisiana",2020-02-22,1798,2020-02-15,14640,1892522,0.77
"1429","Louisiana",2020-02-29,1509,2020-02-22,15289,1892522,0.81
"1430","Louisiana",2020-03-07,1698,2020-02-29,14199,1892522,0.75
"1431","Louisiana",2020-03-14,2255,2020-03-07,13987,1892522,0.74
"1432","Louisiana",2020-03-21,72438,2020-03-14,14143,1892522,0.75
"1433","Louisiana",2020-03-28,97400,2020-03-21,58027,1892522,3.07
"1434","Louisiana",2020-04-04,100621,2020-03-28,116690,1892522,6.17
"1435","Louisiana",2020-04-11,79653,2020-04-04,217532,1891334,11.5
"1436","Louisiana",2020-04-18,91923,2020-04-11,246296,1891334,13.02
"1437","Louisiana",2020-04-25,66141,2020-04-18,300657,1891334,15.9
"1438","Louisiana",2020-05-02,50941,2020-04-25,310013,1891334,16.39
"1439","Louisiana",2020-05-09,40125,2020-05-02,325136,1891334,17.19
"1440","Louisiana",2020-05-16,28545,2020-05-09,326504,1891334,17.26
"1441","Louisiana",2020-05-23,23961,2020-05-16,328409,1891334,17.36
"1442","Louisiana",2020-05-30,19334,2020-05-23,301598,1891334,15.95
"1443","Louisiana",2020-06-06,21879,2020-05-30,305083,1891334,16.13
"1444","Louisiana",2020-06-13,23122,2020-06-06,306358,1891334,16.2
"1445","Maine",2019-01-05,1823,2018-12-29,7349,595363,1.23
"1446","Maine",2019-01-12,1637,2019-01-05,8445,596934,1.41
"1447","Maine",2019-01-19,1011,2019-01-12,8155,596934,1.37
"1448","Maine",2019-01-26,904,2019-01-19,8247,596934,1.38
"1449","Maine",2019-02-02,929,2019-01-26,8778,596934,1.47
"1450","Maine",2019-02-09,746,2019-02-02,8671,596934,1.45
"1451","Maine",2019-02-16,608,2019-02-09,8696,596934,1.46
"1452","Maine",2019-02-23,597,2019-02-16,8645,596934,1.45
"1453","Maine",2019-03-02,743,2019-02-23,9003,596934,1.51
"1454","Maine",2019-03-09,710,2019-03-02,8510,596934,1.43
"1455","Maine",2019-03-16,619,2019-03-09,8493,596934,1.42
"1456","Maine",2019-03-23,561,2019-03-16,8166,596934,1.37
"1457","Maine",2019-03-30,676,2019-03-23,8353,596934,1.4
"1458","Maine",2019-04-06,739,2019-03-30,7613,596934,1.28
"1459","Maine",2019-04-13,711,2019-04-06,7191,598159,1.2
"1460","Maine",2019-04-20,688,2019-04-13,6947,598159,1.16
"1461","Maine",2019-04-27,720,2019-04-20,6734,598159,1.13
"1462","Maine",2019-05-04,573,2019-04-27,6045,598159,1.01
"1463","Maine",2019-05-11,464,2019-05-04,5383,598159,0.9
"1464","Maine",2019-05-18,528,2019-05-11,4932,598159,0.82
"1465","Maine",2019-05-25,476,2019-05-18,4771,598159,0.8
"1466","Maine",2019-06-01,351,2019-05-25,4312,598159,0.72
"1467","Maine",2019-06-08,520,2019-06-01,4327,598159,0.72
"1468","Maine",2019-06-15,437,2019-06-08,3988,598159,0.67
"1469","Maine",2019-06-22,536,2019-06-15,4096,598159,0.68
"1470","Maine",2019-06-29,531,2019-06-22,3966,598159,0.66
"1471","Maine",2019-07-06,441,2019-06-29,3783,598159,0.63
"1472","Maine",2019-07-13,708,2019-07-06,4301,600187,0.72
"1473","Maine",2019-07-20,493,2019-07-13,4025,600187,0.67
"1474","Maine",2019-07-27,565,2019-07-20,4072,600187,0.68
"1475","Maine",2019-08-03,466,2019-07-27,3817,600187,0.64
